Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Number of Virtual Channels,NoC Index,Latency (cycles),Bandwidth (bytes/cycle)
8192,256,blackhole,riscv_0,142336,4,1,34570.0,60.66392826149841
16384,256,blackhole,riscv_0,143360,1,1,67334.0,62.29102682151662
16384,256,blackhole,riscv_0,144384,2,1,69666.0,60.20589670714552
16384,256,blackhole,riscv_0,145408,3,1,71188.0,58.9186941619374
16384,256,blackhole,riscv_0,146432,4,1,68620.0,61.123637423491694
32768,256,blackhole,riscv_0,147456,1,1,134560.0,62.3410225921522
32768,256,blackhole,riscv_0,148480,2,1,138347.0,60.63454935777429
32768,256,blackhole,riscv_0,149504,3,1,135418.0,61.94603376212911
32768,256,blackhole,riscv_0,150528,4,1,135550.0,61.88571007008484
65536,256,blackhole,riscv_0,151552,1,1,268450.0,62.496613894579994
65536,256,blackhole,riscv_0,152576,2,1,270114.0,62.11161213413596
65536,256,blackhole,riscv_0,153600,3,1,271077.0,61.890960870896464
65536,256,blackhole,riscv_0,154624,4,1,270153.0,62.102645537898894
131072,256,blackhole,riscv_0,155648,1,1,537187.0,62.463224165886366
131072,256,blackhole,riscv_0,156672,2,1,538403.0,62.32214902220084
131072,256,blackhole,riscv_0,157696,3,1,539829.0,62.15752025178344
131072,256,blackhole,riscv_0,158720,4,1,538362.0,62.326895286071455
262144,256,blackhole,riscv_0,159744,1,1,1073128.0,62.53574969621518
262144,256,blackhole,riscv_0,160768,2,1,1076725.0,62.32683740045044
262144,256,blackhole,riscv_0,161792,3,1,1080808.0,62.09138348346792
262144,256,blackhole,riscv_0,162816,4,1,1075620.0,62.39086666294788
