Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Grid Dimensions,Number of Cores,Total Bytes,Latency (cycles),Combined Bandwidth (bytes/cycle)
1024,1,blackhole,riscv_0,4096,11x10,110,112640,1761.0,63.96365701306076
2048,1,blackhole,riscv_0,5120,11x10,110,225280,2129.0,105.81493658994833
4096,1,blackhole,riscv_0,6144,11x10,110,450560,2774.0,162.422494592646
8192,1,blackhole,riscv_0,7168,11x10,110,901120,5488.0,164.19825072886297
16384,1,blackhole,riscv_0,8192,11x10,110,1802240,9987.0,180.45859617502754
64,4,blackhole,riscv_0,9216,11x10,110,28160,3263.0,8.630095004596997
128,4,blackhole,riscv_0,10240,11x10,110,56320,3284.0,17.14981729598051
256,4,blackhole,riscv_0,11264,11x10,110,112640,3343.0,33.69428656895005
512,4,blackhole,riscv_0,12288,11x10,110,225280,3465.0,65.01587301587301
1024,4,blackhole,riscv_0,13312,11x10,110,450560,4165.0,108.17767106842737
2048,4,blackhole,riscv_0,14336,11x10,110,901120,6185.0,145.6944219886823
4096,4,blackhole,riscv_0,15360,11x10,110,1802240,10666.0,168.97056066004126
8192,4,blackhole,riscv_0,16384,11x10,110,3604480,19830.0,181.76903681290975
16384,4,blackhole,riscv_0,17408,11x10,110,7208960,35516.0,202.97781281675864
64,16,blackhole,riscv_0,18432,11x10,110,112640,9545.0,11.800942902042955
128,16,blackhole,riscv_0,19456,11x10,110,225280,9436.0,23.87452310300975
256,16,blackhole,riscv_0,20480,11x10,110,450560,9519.0,47.33270301502259
512,16,blackhole,riscv_0,21504,11x10,110,901120,10334.0,87.19953551383782
1024,16,blackhole,riscv_0,22528,11x10,110,1802240,13762.0,130.95770963522745
2048,16,blackhole,riscv_0,23552,11x10,110,3604480,22950.0,157.05795206971678
4096,16,blackhole,riscv_0,24576,11x10,110,7208960,42184.0,170.8932296605348
8192,16,blackhole,riscv_0,25600,11x10,110,14417920,78567.0,183.51114335535274
16384,16,blackhole,riscv_0,26624,11x10,110,28835840,146629.0,196.6585054798164
64,64,blackhole,riscv_0,27648,11x10,110,450560,34256.0,13.152732368052312
128,64,blackhole,riscv_0,28672,11x10,110,901120,33957.0,26.537091026886944
256,64,blackhole,riscv_0,29696,11x10,110,1802240,34427.0,52.34960931826764
512,64,blackhole,riscv_0,30720,11x10,110,3604480,37449.0,96.25036716601244
1024,64,blackhole,riscv_0,31744,11x10,110,7208960,51474.0,140.05051093756072
2048,64,blackhole,riscv_0,32768,11x10,110,14417920,104961.0,137.3645449262107
4096,64,blackhole,riscv_0,33792,11x10,110,28835840,221563.0,130.14736214981744
8192,64,blackhole,riscv_0,34816,11x10,110,57671680,456839.0,126.2407106223418
16384,64,blackhole,riscv_0,35840,11x10,110,115343360,947482.0,121.73672956320014
64,256,blackhole,riscv_0,36864,11x10,110,1802240,131542.0,13.700871204634261
128,256,blackhole,riscv_0,37888,11x10,110,3604480,132739.0,27.154641815894347
256,256,blackhole,riscv_0,38912,11x10,110,7208960,133777.0,53.88788805250529
512,256,blackhole,riscv_0,39936,11x10,110,14417920,147310.0,97.87468603625008
1024,256,blackhole,riscv_0,40960,11x10,110,28835840,202368.0,142.4920936116382
2048,256,blackhole,riscv_0,41984,11x10,110,57671680,430024.0,134.11270068647332
4096,256,blackhole,riscv_0,43008,11x10,110,115343360,907055.0,127.16247636582126
8192,256,blackhole,riscv_0,44032,11x10,110,230686720,1895150.0,121.72478167955043
16384,256,blackhole,riscv_0,45056,11x10,110,461373440,3968477.0,116.25957262698007
