Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Grid Dimensions,Number of Cores,Total Bytes,Latency (cycles),Combined Bandwidth (bytes/cycle)
512,64,blackhole,riscv_0,30720,2x2,4,131072,3084.0,42.50064850843061
1024,64,blackhole,riscv_0,31744,2x2,4,262144,3120.0,84.02051282051282
2048,64,blackhole,riscv_0,32768,2x2,4,524288,4343.0,120.72023946580704
4096,64,blackhole,riscv_0,33792,2x2,4,1048576,8256.0,127.0077519379845
8192,64,blackhole,riscv_0,34816,2x2,4,2097152,15798.0,132.74794277756678
16384,64,blackhole,riscv_0,35840,2x2,4,4194304,30672.0,136.7470005216484
64,256,blackhole,riscv_0,36864,2x2,4,65536,9944.0,6.5905068382944485
128,256,blackhole,riscv_0,37888,2x2,4,131072,9930.0,13.199597180261833
256,256,blackhole,riscv_0,38912,2x2,4,262144,9946.0,26.356726322139554
512,256,blackhole,riscv_0,39936,2x2,4,524288,9959.0,52.644643036449445
1024,256,blackhole,riscv_0,40960,2x2,4,1048576,9977.0,105.09932845544753
2048,256,blackhole,riscv_0,41984,2x2,4,2097152,14966.0,140.12775624749432
4096,256,blackhole,riscv_0,43008,2x2,4,4194304,31867.0,131.61904164182383
8192,256,blackhole,riscv_0,44032,2x2,4,8388608,72117.0,116.31942537820485
16384,256,blackhole,riscv_0,45056,2x2,4,16777216,149413.0,112.28752518187842
64,1,blackhole,riscv_0,46080,6x6,36,2304,896.0,2.5714285714285716
128,1,blackhole,riscv_0,47104,6x6,36,4608,895.0,5.148603351955307
256,1,blackhole,riscv_0,48128,6x6,36,9216,879.0,10.484641638225256
512,1,blackhole,riscv_0,49152,6x6,36,18432,902.0,20.434589800443458
1024,1,blackhole,riscv_0,50176,6x6,36,36864,897.0,41.096989966555185
2048,1,blackhole,riscv_0,51200,6x6,36,73728,947.0,77.85427666314678
4096,1,blackhole,riscv_0,52224,6x6,36,147456,1137.0,129.68865435356201
8192,1,blackhole,riscv_0,53248,6x6,36,294912,2042.0,144.42311459353576
16384,1,blackhole,riscv_0,54272,6x6,36,589824,3700.0,159.41189189189188
64,4,blackhole,riscv_0,55296,6x6,36,9216,961.0,9.590010405827263
128,4,blackhole,riscv_0,56320,6x6,36,18432,980.0,18.808163265306124
256,4,blackhole,riscv_0,57344,6x6,36,36864,965.0,38.20103626943005
512,4,blackhole,riscv_0,58368,6x6,36,73728,1016.0,72.56692913385827
1024,4,blackhole,riscv_0,59392,6x6,36,147456,1162.0,126.89845094664372
2048,4,blackhole,riscv_0,60416,6x6,36,294912,1707.0,172.76625659050967
4096,4,blackhole,riscv_0,61440,6x6,36,589824,2748.0,214.63755458515283
8192,4,blackhole,riscv_0,62464,6x6,36,1179648,5849.0,201.68370661651565
16384,4,blackhole,riscv_0,63488,6x6,36,2359296,12403.0,190.21978553575747
64,16,blackhole,riscv_0,64512,6x6,36,36864,1965.0,18.76030534351145
128,16,blackhole,riscv_0,65536,6x6,36,73728,1944.0,37.925925925925924
256,16,blackhole,riscv_0,66560,6x6,36,147456,1974.0,74.69908814589665
512,16,blackhole,riscv_0,67584,6x6,36,294912,2074.0,142.19479267116682
1024,16,blackhole,riscv_0,68608,6x6,36,589824,2456.0,240.15635179153094
2048,16,blackhole,riscv_0,69632,6x6,36,1179648,4416.0,267.1304347826087
4096,16,blackhole,riscv_0,70656,6x6,36,2359296,9198.0,256.5009784735812
8192,16,blackhole,riscv_0,71680,6x6,36,4718592,19711.0,239.38876769316624
16384,16,blackhole,riscv_0,72704,6x6,36,9437184,40206.0,234.72078794209818
64,64,blackhole,riscv_0,73728,6x6,36,147456,6139.0,24.01954715751751
128,64,blackhole,riscv_0,74752,6x6,36,294912,6105.0,48.306633906633905
256,64,blackhole,riscv_0,75776,6x6,36,589824,6305.0,93.54861221252973
512,64,blackhole,riscv_0,76800,6x6,36,1179648,6770.0,174.2463810930576
1024,64,blackhole,riscv_0,77824,6x6,36,2359296,8421.0,280.16815105094406
2048,64,blackhole,riscv_0,78848,6x6,36,4718592,16019.0,294.56220737873775
4096,64,blackhole,riscv_0,79872,6x6,36,9437184,32910.0,286.75733819507747
8192,64,blackhole,riscv_0,80896,6x6,36,18874368,74014.0,255.0107817439944
16384,64,blackhole,riscv_0,81920,6x6,36,37748736,158881.0,237.59125383148395
64,256,blackhole,riscv_0,82944,6x6,36,589824,23473.0,25.12776381374345
128,256,blackhole,riscv_0,83968,6x6,36,1179648,24736.0,47.689521345407506
256,256,blackhole,riscv_0,84992,6x6,36,2359296,25731.0,91.69080097936342
512,256,blackhole,riscv_0,86016,6x6,36,4718592,26719.0,176.60062128073656
1024,256,blackhole,riscv_0,87040,6x6,36,9437184,35368.0,266.8283193847546
2048,256,blackhole,riscv_0,88064,6x6,36,18874368,73244.0,257.6916607503686
4096,256,blackhole,riscv_0,89088,6x6,36,37748736,151725.0,248.7970736529906
8192,256,blackhole,riscv_0,90112,6x6,36,75497472,320666.0,235.43959135050176
16384,256,blackhole,riscv_0,91136,6x6,36,150994944,670555.0,225.17905913758005
64,1,blackhole,riscv_0,92160,11x10,110,7040,1768.0,3.981900452488688
128,1,blackhole,riscv_0,93184,11x10,110,14080,1731.0,8.134026574234547
256,1,blackhole,riscv_0,94208,11x10,110,28160,1736.0,16.22119815668203
512,1,blackhole,riscv_0,95232,11x10,110,56320,1748.0,32.21967963386728
1024,1,blackhole,riscv_0,96256,11x10,110,112640,1767.0,63.74646293152235
2048,1,blackhole,riscv_0,97280,11x10,110,225280,1766.0,127.56511891279729
4096,1,blackhole,riscv_0,98304,11x10,110,450560,2168.0,207.8228782287823
8192,1,blackhole,riscv_0,99328,11x10,110,901120,3763.0,239.46850916821685
16384,1,blackhole,riscv_0,100352,11x10,110,1802240,6916.0,260.58993637941006
64,4,blackhole,riscv_0,101376,11x10,110,28160,1776.0,15.855855855855856
128,4,blackhole,riscv_0,102400,11x10,110,56320,1866.0,30.182207931404072
256,4,blackhole,riscv_0,103424,11x10,110,112640,1927.0,58.453554748313444
512,4,blackhole,riscv_0,104448,11x10,110,225280,1837.0,122.63473053892216
1024,4,blackhole,riscv_0,105472,11x10,110,450560,2086.0,215.99232981783317
2048,4,blackhole,riscv_0,106496,11x10,110,901120,3856.0,233.69294605809128
4096,4,blackhole,riscv_0,107520,11x10,110,1802240,6599.0,273.10804667373844
8192,4,blackhole,riscv_0,108544,11x10,110,3604480,12634.0,285.2999841697008
16384,4,blackhole,riscv_0,109568,11x10,110,7208960,25155.0,286.58159411647785
64,16,blackhole,riscv_0,110592,11x10,110,112640,5046.0,22.3226317875545
128,16,blackhole,riscv_0,111616,11x10,110,225280,5210.0,43.23992322456814
256,16,blackhole,riscv_0,112640,11x10,110,450560,5123.0,87.94846769471013
512,16,blackhole,riscv_0,113664,11x10,110,901120,5514.0,163.424011606819
1024,16,blackhole,riscv_0,114688,11x10,110,1802240,7270.0,247.9009628610729
2048,16,blackhole,riscv_0,115712,11x10,110,3604480,12507.0,288.19700967458226
4096,16,blackhole,riscv_0,116736,11x10,110,7208960,23769.0,303.29252387563633
8192,16,blackhole,riscv_0,117760,11x10,110,14417920,46950.0,307.09094781682643
16384,16,blackhole,riscv_0,118784,11x10,110,28835840,92824.0,310.6506937860898
64,64,blackhole,riscv_0,119808,11x10,110,450560,17813.0,25.293886487396843
128,64,blackhole,riscv_0,120832,11x10,110,901120,18439.0,48.87032919355713
256,64,blackhole,riscv_0,121856,11x10,110,1802240,18764.0,96.04775101257728
512,64,blackhole,riscv_0,122880,11x10,110,3604480,19437.0,185.4442558007923
1024,64,blackhole,riscv_0,123904,11x10,110,7208960,25124.0,286.9352014010508
2048,64,blackhole,riscv_0,124928,11x10,110,14417920,46364.0,310.97230609956
4096,64,blackhole,riscv_0,125952,11x10,110,28835840,90735.0,317.8028324240921
8192,64,blackhole,riscv_0,126976,11x10,110,57671680,182706.0,315.652906855823
16384,64,blackhole,riscv_0,128000,11x10,110,115343360,373328.0,308.95984228346117
64,256,blackhole,riscv_0,129024,11x10,110,1802240,72189.0,24.965576472869827
128,256,blackhole,riscv_0,130048,11x10,110,3604480,73896.0,48.77774169102523
256,256,blackhole,riscv_0,131072,11x10,110,7208960,75337.0,95.6895018384061
512,256,blackhole,riscv_0,132096,11x10,110,14417920,78089.0,184.63445555712073
1024,256,blackhole,riscv_0,133120,11x10,110,28835840,99110.0,290.9478357380688
2048,256,blackhole,riscv_0,134144,11x10,110,57671680,186207.0,309.7181094158651
4096,256,blackhole,riscv_0,135168,11x10,110,115343360,374419.0,308.0595803097599
8192,256,blackhole,riscv_0,136192,11x10,110,230686720,761940.0,302.7623172428275
16384,256,blackhole,riscv_0,137216,11x10,110,461373440,1587291.0,290.6672059502637
