Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Memory type,Mechanism,Pattern,Same axis,Stateful,Loopback,Number of subordinates,NoC Index,Number of Cores,Total Bytes,Latency (cycles),Combined Bandwidth (bytes/cycle)
128,16,blackhole,riscv_1,19456,DRAM Interleaved,unicast,all_from_all,False,False,False,0,0,110,225280,5023.0,44.84969141947044
256,16,blackhole,riscv_1,20480,DRAM Interleaved,unicast,all_from_all,False,False,False,0,0,110,450560,5364.0,83.99701715137957
512,16,blackhole,riscv_1,21504,DRAM Interleaved,unicast,all_from_all,False,False,False,0,0,110,901120,5446.0,165.46456114579507
1024,16,blackhole,riscv_1,22528,DRAM Interleaved,unicast,all_from_all,False,False,False,0,0,110,1802240,8216.0,219.35735150925024
2048,16,blackhole,riscv_1,23552,DRAM Interleaved,unicast,all_from_all,False,False,False,0,0,110,3604480,14531.0,248.0545041635125
4096,16,blackhole,riscv_1,24576,DRAM Interleaved,unicast,all_from_all,False,False,False,0,0,110,7208960,27814.0,259.1845833033724
8192,16,blackhole,riscv_1,25600,DRAM Interleaved,unicast,all_from_all,False,False,False,0,0,110,14417920,55751.0,258.6127603092321
16384,16,blackhole,riscv_1,26624,DRAM Interleaved,unicast,all_from_all,False,False,False,0,0,110,28835840,115866.0,248.87231802254328
64,64,blackhole,riscv_1,27648,DRAM Interleaved,unicast,all_from_all,False,False,False,0,0,110,450560,17634.0,25.550640807530907
128,64,blackhole,riscv_1,28672,DRAM Interleaved,unicast,all_from_all,False,False,False,0,0,110,901120,17463.0,51.60167210673996
256,64,blackhole,riscv_1,29696,DRAM Interleaved,unicast,all_from_all,False,False,False,0,0,110,1802240,17957.0,100.36420337472852
512,64,blackhole,riscv_1,30720,DRAM Interleaved,unicast,all_from_all,False,False,False,0,0,110,3604480,19390.0,185.89375966993296
1024,64,blackhole,riscv_1,31744,DRAM Interleaved,unicast,all_from_all,False,False,False,0,0,110,7208960,29079.0,247.90948794662816
2048,64,blackhole,riscv_1,32768,DRAM Interleaved,unicast,all_from_all,False,False,False,0,0,110,14417920,55346.0,260.50518555993204
4096,64,blackhole,riscv_1,33792,DRAM Interleaved,unicast,all_from_all,False,False,False,0,0,110,28835840,109973.0,262.20836023387557
8192,64,blackhole,riscv_1,34816,DRAM Interleaved,unicast,all_from_all,False,False,False,0,0,110,57671680,221539.0,260.3229228262292
16384,64,blackhole,riscv_1,35840,DRAM Interleaved,unicast,all_from_all,False,False,False,0,0,110,115343360,458504.0,251.56456650323662
64,256,blackhole,riscv_1,36864,DRAM Interleaved,unicast,all_from_all,False,False,False,0,0,110,1802240,69068.0,26.093704754734464
128,256,blackhole,riscv_1,37888,DRAM Interleaved,unicast,all_from_all,False,False,False,0,0,110,3604480,68026.0,52.98679916502514
256,256,blackhole,riscv_1,38912,DRAM Interleaved,unicast,all_from_all,False,False,False,0,0,110,7208960,70164.0,102.74442734165669
512,256,blackhole,riscv_1,39936,DRAM Interleaved,unicast,all_from_all,False,False,False,0,0,110,14417920,76872.0,187.55749817879072
1024,256,blackhole,riscv_1,40960,DRAM Interleaved,unicast,all_from_all,False,False,False,0,0,110,28835840,116493.0,247.53281313040267
2048,256,blackhole,riscv_1,41984,DRAM Interleaved,unicast,all_from_all,False,False,False,0,0,110,57671680,222952.0,258.6730776131185
4096,256,blackhole,riscv_1,43008,DRAM Interleaved,unicast,all_from_all,False,False,False,0,0,110,115343360,447935.0,257.5002176655095
8192,256,blackhole,riscv_1,44032,DRAM Interleaved,unicast,all_from_all,False,False,False,0,0,110,230686720,901261.0,255.9599494486059
16384,256,blackhole,riscv_1,45056,DRAM Interleaved,unicast,all_from_all,False,False,False,0,0,110,461373440,1887963.0,244.37631457819884
64,1,blackhole,riscv_1,46080,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,7040,1797.0,3.917640511964385
128,1,blackhole,riscv_1,47104,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,14080,1840.0,7.6521739130434785
256,1,blackhole,riscv_1,48128,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,28160,1705.0,16.516129032258064
512,1,blackhole,riscv_1,49152,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,56320,1747.0,32.238122495706925
1024,1,blackhole,riscv_1,50176,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,112640,1775.0,63.459154929577466
2048,1,blackhole,riscv_1,51200,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,225280,2112.0,106.66666666666667
4096,1,blackhole,riscv_1,52224,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,450560,3361.0,134.05534067241894
8192,1,blackhole,riscv_1,53248,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,901120,5983.0,150.61340464649842
16384,1,blackhole,riscv_1,54272,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,1802240,12459.0,144.65366401797897
64,4,blackhole,riscv_1,55296,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,28160,1970.0,14.294416243654823
128,4,blackhole,riscv_1,56320,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,56320,1891.0,29.783183500793232
256,4,blackhole,riscv_1,57344,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,112640,1941.0,58.031942297784646
512,4,blackhole,riscv_1,58368,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,225280,2239.0,100.61634658329612
1024,4,blackhole,riscv_1,59392,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,450560,3483.0,129.35974734424346
2048,4,blackhole,riscv_1,60416,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,901120,6158.0,146.33322507307568
4096,4,blackhole,riscv_1,61440,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,1802240,12142.0,148.43024213473893
8192,4,blackhole,riscv_1,62464,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,3604480,24160.0,149.19205298013244
16384,4,blackhole,riscv_1,63488,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,7208960,48530.0,148.54646610344116
64,16,blackhole,riscv_1,64512,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,112640,4811.0,23.41301184784868
128,16,blackhole,riscv_1,65536,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,225280,4715.0,47.77942735949099
256,16,blackhole,riscv_1,66560,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,450560,5038.0,89.43231441048034
512,16,blackhole,riscv_1,67584,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,901120,6623.0,136.0591876792994
1024,16,blackhole,riscv_1,68608,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,1802240,11827.0,152.38352921281813
2048,16,blackhole,riscv_1,69632,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,3604480,22929.0,157.2017968511492
4096,16,blackhole,riscv_1,70656,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,7208960,46202.0,156.03134063460456
8192,16,blackhole,riscv_1,71680,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,14417920,93485.0,154.22709525592342
16384,16,blackhole,riscv_1,72704,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,28835840,193494.0,149.0270499343649
64,64,blackhole,riscv_1,73728,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,450560,16998.0,26.50664784092246
128,64,blackhole,riscv_1,74752,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,901120,16956.0,53.1446095777306
256,64,blackhole,riscv_1,75776,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,1802240,18213.0,98.95349475649262
512,64,blackhole,riscv_1,76800,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,3604480,24709.0,145.87721073293133
1024,64,blackhole,riscv_1,77824,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,7208960,45597.0,158.10162949316842
2048,64,blackhole,riscv_1,78848,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,14417920,89948.0,160.29172410726198
4096,64,blackhole,riscv_1,79872,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,28835840,179076.0,161.02570975451764
8192,64,blackhole,riscv_1,80896,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,57671680,361612.0,159.48497284382157
16384,64,blackhole,riscv_1,81920,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,115343360,741727.0,155.50648688803292
64,256,blackhole,riscv_1,82944,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,1802240,63873.0,28.215991107353656
128,256,blackhole,riscv_1,83968,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,3604480,65628.0,54.92289876272323
256,256,blackhole,riscv_1,84992,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,7208960,70844.0,101.75822934899215
512,256,blackhole,riscv_1,86016,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,14417920,96439.0,149.50300189757255
1024,256,blackhole,riscv_1,87040,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,28835840,182749.0,157.78931758860514
2048,256,blackhole,riscv_1,88064,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,57671680,361033.0,159.7407439209158
4096,256,blackhole,riscv_1,89088,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,115343360,724823.0,159.1331400907532
8192,256,blackhole,riscv_1,90112,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,230686720,1472800.0,156.6313959804454
16384,256,blackhole,riscv_1,91136,DRAM Interleaved,unicast,all_from_all,False,False,False,0,1,110,461373440,2986324.0,154.4954398785932
