Transaction Size (bytes),Number of Transactions,Architecture,Mechanism,Memory Type,Pattern,RISC-V Processor,Run Host ID,Master Grid Dimensions,Subordinate Grid Dimensions,Latency (cycles),Bandwidth (bytes/cycle)
2048,1760,blackhole,unicast,l1,all_from_all,riscv_1,27648,11x10,11x10,1924918.0,1.872537238000944
4096,1760,blackhole,unicast,l1,all_from_all,riscv_1,28672,11x10,11x10,4306689.5,1.6739210090450753
8192,1760,blackhole,unicast,l1,all_from_all,riscv_1,29696,11x10,11x10,10287809.0,1.401537917064822
16384,1760,blackhole,unicast,l1,all_from_all,riscv_1,30720,11x10,11x10,29433390.5,0.9796982211633021
32768,1760,blackhole,unicast,l1,all_from_all,riscv_1,31744,11x10,11x10,39998663.0,1.4418436460455584
65536,1760,blackhole,unicast,l1,all_from_all,riscv_1,32768,11x10,11x10,66667260.5,1.7312439842840168
64,7040,blackhole,unicast,l1,all_from_all,riscv_1,33792,11x10,11x10,293780.0,1.5336663109226503
128,7040,blackhole,unicast,l1,all_from_all,riscv_1,34816,11x10,11x10,527297.5,1.7089424204632917
256,7040,blackhole,unicast,l1,all_from_all,riscv_1,35840,11x10,11x10,1185280.0,1.5205374779197451
512,7040,blackhole,unicast,l1,all_from_all,riscv_1,36864,11x10,11x10,1778317.0,2.026910925217688
1024,7040,blackhole,unicast,l1,all_from_all,riscv_1,37888,11x10,11x10,3947805.5,1.8261387730865848
2048,7040,blackhole,unicast,l1,all_from_all,riscv_1,38912,11x10,11x10,7462810.0,1.9320167955029164
4096,7040,blackhole,unicast,l1,all_from_all,riscv_1,39936,11x10,11x10,15189770.5,1.8984021108006441
8192,7040,blackhole,unicast,l1,all_from_all,riscv_1,40960,11x10,11x10,32435786.0,1.7781690026742694
16384,7040,blackhole,unicast,l1,all_from_all,riscv_1,41984,11x10,11x10,68596528.5,1.681549333085004
32768,7040,blackhole,unicast,l1,all_from_all,riscv_1,43008,11x10,11x10,120054334.5,1.9215198531293667
65536,7040,blackhole,unicast,l1,all_from_all,riscv_1,44032,11x10,11x10,179819227.5,2.5657625527489327
64,28160,blackhole,unicast,l1,all_from_all,riscv_1,45056,11x10,11x10,1168619.5,1.5421962769142938
128,28160,blackhole,unicast,l1,all_from_all,riscv_1,46080,11x10,11x10,1883454.0,1.9138166330916664
256,28160,blackhole,unicast,l1,all_from_all,riscv_1,47104,11x10,11x10,3434449.5,2.0990257831179235
512,28160,blackhole,unicast,l1,all_from_all,riscv_1,48128,11x10,11x10,5948097.5,2.424190326257715
1024,28160,blackhole,unicast,l1,all_from_all,riscv_1,49152,11x10,11x10,13530000.5,2.1312588525184335
2048,28160,blackhole,unicast,l1,all_from_all,riscv_1,50176,11x10,11x10,25787299.5,2.2364373635612553
4096,28160,blackhole,unicast,l1,all_from_all,riscv_1,51200,11x10,11x10,52968385.5,2.17760719767963
8192,28160,blackhole,unicast,l1,all_from_all,riscv_1,52224,11x10,11x10,97111484.0,2.3763961372855924
16384,28160,blackhole,unicast,l1,all_from_all,riscv_1,53248,11x10,11x10,209253694.5,2.204852209695293
32768,28160,blackhole,unicast,l1,all_from_all,riscv_1,54272,11x10,11x10,345365660.5,2.6718120159367853
65536,28160,blackhole,unicast,l1,all_from_all,riscv_1,55296,11x10,11x10,648174733.0,2.8472457732698637
