Transaction Size (bytes),Number of Transactions,Architecture,Mechanism,Memory Type,Pattern,RISC-V Processor,Run Host ID,Master Grid Dimensions,Subordinate Grid Dimensions,Latency (cycles),Bandwidth (bytes/cycle)
8192,64,blackhole,unicast,l1,all_from_all,riscv_1,18432,2x2,2x2,16191.0,32.62572716530748
16384,64,blackhole,unicast,l1,all_from_all,riscv_1,19456,2x2,2x2,33732.0,31.095934948027892
32768,64,blackhole,unicast,l1,all_from_all,riscv_1,20480,2x2,2x2,76960.5,27.37437949157323
65536,64,blackhole,unicast,l1,all_from_all,riscv_1,21504,2x2,2x2,159168.5,26.38846189002
64,1024,blackhole,unicast,l1,all_from_all,riscv_1,22528,2x2,2x2,37285.0,1.7590128781947527
128,1024,blackhole,unicast,l1,all_from_all,riscv_1,23552,2x2,2x2,37291.5,3.5174193713853708
256,1024,blackhole,unicast,l1,all_from_all,riscv_1,24576,2x2,2x2,37296.0,7.034202133480966
512,1024,blackhole,unicast,l1,all_from_all,riscv_1,25600,2x2,2x2,37578.0,13.965323739190017
1024,1024,blackhole,unicast,l1,all_from_all,riscv_1,26624,2x2,2x2,47240.0,22.387309408116195
2048,1024,blackhole,unicast,l1,all_from_all,riscv_1,27648,2x2,2x2,80545.5,26.30991416227899
4096,1024,blackhole,unicast,l1,all_from_all,riscv_1,28672,2x2,2x2,157940.5,26.827102861758075
8192,1024,blackhole,unicast,l1,all_from_all,riscv_1,29696,2x2,2x2,314389.5,26.968828308657947
16384,1024,blackhole,unicast,l1,all_from_all,riscv_1,30720,2x2,2x2,636214.0,26.745442088877795
32768,1024,blackhole,unicast,l1,all_from_all,riscv_1,31744,2x2,2x2,1294051.0,26.48756136749624
65536,1024,blackhole,unicast,l1,all_from_all,riscv_1,32768,2x2,2x2,2626712.5,26.144518594706426
64,16,blackhole,unicast,l1,all_from_all,riscv_1,33792,4x4,4x4,1085.5,0.9433538884051402
128,16,blackhole,unicast,l1,all_from_all,riscv_1,34816,4x4,4x4,1085.0,1.887557603686636
256,16,blackhole,unicast,l1,all_from_all,riscv_1,35840,4x4,4x4,1098.5,3.728740295816013
512,16,blackhole,unicast,l1,all_from_all,riscv_1,36864,4x4,4x4,1110.5,7.376930549676532
1024,16,blackhole,unicast,l1,all_from_all,riscv_1,37888,4x4,4x4,1308.0,12.527429051107521
2048,16,blackhole,unicast,l1,all_from_all,riscv_1,38912,4x4,4x4,2191.5,14.957174921143269
4096,16,blackhole,unicast,l1,all_from_all,riscv_1,39936,4x4,4x4,4009.0,16.347283853669396
8192,16,blackhole,unicast,l1,all_from_all,riscv_1,40960,4x4,4x4,7713.0,16.995007195690093
16384,16,blackhole,unicast,l1,all_from_all,riscv_1,41984,4x4,4x4,13498.5,19.424348116211103
32768,16,blackhole,unicast,l1,all_from_all,riscv_1,43008,4x4,4x4,27739.0,18.901320993460793
65536,16,blackhole,unicast,l1,all_from_all,riscv_1,44032,4x4,4x4,102887.0,10.191552466015482
64,256,blackhole,unicast,l1,all_from_all,riscv_1,45056,4x4,4x4,10436.0,1.5699699070029531
128,256,blackhole,unicast,l1,all_from_all,riscv_1,46080,4x4,4x4,10312.0,3.17865815872811
256,256,blackhole,unicast,l1,all_from_all,riscv_1,47104,4x4,4x4,10266.5,6.385632943006292
512,256,blackhole,unicast,l1,all_from_all,riscv_1,48128,4x4,4x4,11228.5,11.675392315952925
1024,256,blackhole,unicast,l1,all_from_all,riscv_1,49152,4x4,4x4,21936.0,11.953239113066573
2048,256,blackhole,unicast,l1,all_from_all,riscv_1,50176,4x4,4x4,37120.0,14.129119483617334
4096,256,blackhole,unicast,l1,all_from_all,riscv_1,51200,4x4,4x4,97398.5,10.76718536246181
8192,256,blackhole,unicast,l1,all_from_all,riscv_1,52224,4x4,4x4,211960.5,9.894703009231414
16384,256,blackhole,unicast,l1,all_from_all,riscv_1,53248,4x4,4x4,366468.5,11.45433207824868
32768,256,blackhole,unicast,l1,all_from_all,riscv_1,54272,4x4,4x4,831363.5,10.091350174216709
65536,256,blackhole,unicast,l1,all_from_all,riscv_1,55296,4x4,4x4,1285259.0,13.05381424196519
64,4096,blackhole,unicast,l1,all_from_all,riscv_1,56320,4x4,4x4,158692.0,1.6519589980807603
128,4096,blackhole,unicast,l1,all_from_all,riscv_1,57344,4x4,4x4,158481.0,3.308328686845008
256,4096,blackhole,unicast,l1,all_from_all,riscv_1,58368,4x4,4x4,158278.5,6.625308467607265
512,4096,blackhole,unicast,l1,all_from_all,riscv_1,59392,4x4,4x4,184655.5,11.3572028346449
1024,4096,blackhole,unicast,l1,all_from_all,riscv_1,60416,4x4,4x4,302731.0,13.869535113302314
2048,4096,blackhole,unicast,l1,all_from_all,riscv_1,61440,4x4,4x4,528760.5,15.865442527019468
4096,4096,blackhole,unicast,l1,all_from_all,riscv_1,62464,4x4,4x4,1088745.5,15.416258523573363
8192,4096,blackhole,unicast,l1,all_from_all,riscv_1,63488,4x4,4x4,2260277.0,14.845552611720287
16384,4096,blackhole,unicast,l1,all_from_all,riscv_1,64512,4x4,4x4,4438887.5,15.119286636320151
32768,4096,blackhole,unicast,l1,all_from_all,riscv_1,65536,4x4,4x4,8442011.5,15.900385462265785
65536,4096,blackhole,unicast,l1,all_from_all,riscv_1,66560,4x4,4x4,16759633.5,16.01925621185231
64,110,blackhole,unicast,l1,all_from_all,riscv_1,67584,11x10,11x10,6247.5,1.1268508052546813
128,110,blackhole,unicast,l1,all_from_all,riscv_1,68608,11x10,11x10,9378.5,1.5013063881190933
256,110,blackhole,unicast,l1,all_from_all,riscv_1,69632,11x10,11x10,17329.0,1.6250216887282738
512,110,blackhole,unicast,l1,all_from_all,riscv_1,70656,11x10,11x10,36281.5,1.5523064277476175
1024,110,blackhole,unicast,l1,all_from_all,riscv_1,71680,11x10,11x10,69094.5,1.630231421045146
2048,110,blackhole,unicast,l1,all_from_all,riscv_1,72704,11x10,11x10,142097.0,1.5853967407874432
4096,110,blackhole,unicast,l1,all_from_all,riscv_1,73728,11x10,11x10,297537.5,1.5142965208420882
8192,110,blackhole,unicast,l1,all_from_all,riscv_1,74752,11x10,11x10,552963.0,1.62962572062996
16384,110,blackhole,unicast,l1,all_from_all,riscv_1,75776,11x10,11x10,1216226.0,1.481830944970805
32768,110,blackhole,unicast,l1,all_from_all,riscv_1,76800,11x10,11x10,2984421.5,1.2078210953079846
65536,110,blackhole,unicast,l1,all_from_all,riscv_1,77824,11x10,11x10,5380700.0,1.3397825450580734
64,1760,blackhole,unicast,l1,all_from_all,riscv_1,78848,11x10,11x10,91749.5,1.2276909294639435
128,1760,blackhole,unicast,l1,all_from_all,riscv_1,79872,11x10,11x10,183338.5,1.228775698101287
256,1760,blackhole,unicast,l1,all_from_all,riscv_1,80896,11x10,11x10,349432.0,1.2894618990928675
512,1760,blackhole,unicast,l1,all_from_all,riscv_1,81920,11x10,11x10,554344.0,1.6255613514569809
1024,1760,blackhole,unicast,l1,all_from_all,riscv_1,82944,11x10,11x10,1093654.5,1.6479073823834876
2048,1760,blackhole,unicast,l1,all_from_all,riscv_1,83968,11x10,11x10,2093129.0,1.7221210005201155
4096,1760,blackhole,unicast,l1,all_from_all,riscv_1,84992,11x10,11x10,4403228.5,1.6371988020372927
8192,1760,blackhole,unicast,l1,all_from_all,riscv_1,86016,11x10,11x10,11390424.0,1.2657977264843647
16384,1760,blackhole,unicast,l1,all_from_all,riscv_1,87040,11x10,11x10,26949109.0,1.0700600023822346
32768,1760,blackhole,unicast,l1,all_from_all,riscv_1,88064,11x10,11x10,37587139.5,1.5344100063580877
65536,1760,blackhole,unicast,l1,all_from_all,riscv_1,89088,11x10,11x10,66248078.5,1.7412800312838772
64,28160,blackhole,unicast,l1,all_from_all,riscv_1,90112,11x10,11x10,1199421.0,1.5025918675221825
128,28160,blackhole,unicast,l1,all_from_all,riscv_1,91136,11x10,11x10,1915398.5,1.881843483029836
256,28160,blackhole,unicast,l1,all_from_all,riscv_1,92160,11x10,11x10,3707625.5,1.9443692149583258
512,28160,blackhole,unicast,l1,all_from_all,riscv_1,93184,11x10,11x10,6362064.0,2.2662331105105458
1024,28160,blackhole,unicast,l1,all_from_all,riscv_1,94208,11x10,11x10,11738485.5,2.4565238482112406
2048,28160,blackhole,unicast,l1,all_from_all,riscv_1,95232,11x10,11x10,27117945.0,2.127855129950584
4096,28160,blackhole,unicast,l1,all_from_all,riscv_1,96256,11x10,11x10,51805329.5,2.226476799217557
8192,28160,blackhole,unicast,l1,all_from_all,riscv_1,97280,11x10,11x10,102165811.0,2.257974508621168
16384,28160,blackhole,unicast,l1,all_from_all,riscv_1,98304,11x10,11x10,195673405.5,2.357895818137141
32768,28160,blackhole,unicast,l1,all_from_all,riscv_1,99328,11x10,11x10,346673033.0,2.66228763545777
65536,28160,blackhole,unicast,l1,all_from_all,riscv_1,100352,11x10,11x10,732895793.0,2.518088665998765
64,1,blackhole,unicast,l1,all_from_all,riscv_1,101376,2x2,1x1,306.0,0.21104585376367263
128,1,blackhole,unicast,l1,all_from_all,riscv_1,102400,2x2,1x1,299.5,0.4285267158506595
256,1,blackhole,unicast,l1,all_from_all,riscv_1,103424,2x2,1x1,327.0,0.7852539749542704
512,1,blackhole,unicast,l1,all_from_all,riscv_1,104448,2x2,1x1,313.0,1.6374541478915694
1024,1,blackhole,unicast,l1,all_from_all,riscv_1,105472,2x2,1x1,340.5,3.052688718065454
2048,1,blackhole,unicast,l1,all_from_all,riscv_1,106496,2x2,1x1,375.5,5.5150889271371195
4096,1,blackhole,unicast,l1,all_from_all,riscv_1,107520,2x2,1x1,498.5,8.225661684727873
8192,1,blackhole,unicast,l1,all_from_all,riscv_1,108544,2x2,1x1,627.5,13.12398196514555
16384,1,blackhole,unicast,l1,all_from_all,riscv_1,109568,2x2,1x1,884.5,19.424499698411633
32768,1,blackhole,unicast,l1,all_from_all,riscv_1,110592,2x2,1x1,2017.5,16.34403710778058
65536,1,blackhole,unicast,l1,all_from_all,riscv_1,111616,2x2,1x1,3978.5,16.728894425514948
64,16,blackhole,unicast,l1,all_from_all,riscv_1,112640,2x2,1x1,905.0,1.1433069195285734
128,16,blackhole,unicast,l1,all_from_all,riscv_1,113664,2x2,1x1,907.5,2.276960622165377
256,16,blackhole,unicast,l1,all_from_all,riscv_1,114688,2x2,1x1,919.0,4.497323749808839
512,16,blackhole,unicast,l1,all_from_all,riscv_1,115712,2x2,1x1,935.5,8.830576712565534
1024,16,blackhole,unicast,l1,all_from_all,riscv_1,116736,2x2,1x1,1312.5,12.670161016629585
2048,16,blackhole,unicast,l1,all_from_all,riscv_1,117760,2x2,1x1,2239.5,14.905594030607435
4096,16,blackhole,unicast,l1,all_from_all,riscv_1,118784,2x2,1x1,4138.0,16.105818496951635
8192,16,blackhole,unicast,l1,all_from_all,riscv_1,119808,2x2,1x1,7786.5,17.139286984711994
16384,16,blackhole,unicast,l1,all_from_all,riscv_1,120832,2x2,1x1,15294.0,17.439137366539327
32768,16,blackhole,unicast,l1,all_from_all,riscv_1,121856,2x2,1x1,30164.5,17.712435249380096
65536,16,blackhole,unicast,l1,all_from_all,riscv_1,122880,2x2,1x1,60268.5,17.73762277409973
64,256,blackhole,unicast,l1,all_from_all,riscv_1,123904,2x2,1x1,10490.5,1.6057934160287781
128,256,blackhole,unicast,l1,all_from_all,riscv_1,124928,2x2,1x1,10494.5,3.210815050680611
256,256,blackhole,unicast,l1,all_from_all,riscv_1,125952,2x2,1x1,10484.5,6.426431016213492
512,256,blackhole,unicast,l1,all_from_all,riscv_1,126976,2x2,1x1,10744.0,12.529307053049203
1024,256,blackhole,unicast,l1,all_from_all,riscv_1,128000,2x2,1x1,16716.5,15.99258386574611
2048,256,blackhole,unicast,l1,all_from_all,riscv_1,129024,2x2,1x1,31369.0,17.05666831248651
4096,256,blackhole,unicast,l1,all_from_all,riscv_1,130048,2x2,1x1,61146.5,17.502872355097747
8192,256,blackhole,unicast,l1,all_from_all,riscv_1,131072,2x2,1x1,120812.5,17.707684309049768
16384,256,blackhole,unicast,l1,all_from_all,riscv_1,132096,2x2,1x1,240088.0,17.81955421462518
32768,256,blackhole,unicast,l1,all_from_all,riscv_1,133120,2x2,1x1,479857.5,17.833915276159487
65536,256,blackhole,unicast,l1,all_from_all,riscv_1,134144,2x2,1x1,959377.5,17.83995414764549
64,4,blackhole,unicast,l1,all_from_all,riscv_1,135168,4x4,2x2,606.0,0.42244224422442245
128,4,blackhole,unicast,l1,all_from_all,riscv_1,136192,4x4,2x2,606.5,0.8442573923634901
256,4,blackhole,unicast,l1,all_from_all,riscv_1,137216,4x4,2x2,625.0,1.6384671116128917
512,4,blackhole,unicast,l1,all_from_all,riscv_1,138240,4x4,2x2,613.5,3.3384916248618315
1024,4,blackhole,unicast,l1,all_from_all,riscv_1,139264,4x4,2x2,669.5,6.118001918657832
2048,4,blackhole,unicast,l1,all_from_all,riscv_1,140288,4x4,2x2,888.0,9.243053887878752
4096,4,blackhole,unicast,l1,all_from_all,riscv_1,141312,4x4,2x2,1467.5,11.172660172230803
8192,4,blackhole,unicast,l1,all_from_all,riscv_1,142336,4x4,2x2,2970.0,11.033842224415162
16384,4,blackhole,unicast,l1,all_from_all,riscv_1,143360,4x4,2x2,6050.5,10.875191839453134
32768,4,blackhole,unicast,l1,all_from_all,riscv_1,144384,4x4,2x2,12428.0,10.563743341739126
65536,4,blackhole,unicast,l1,all_from_all,riscv_1,145408,4x4,2x2,22274.0,11.79354760591999
64,64,blackhole,unicast,l1,all_from_all,riscv_1,146432,4x4,2x2,3923.0,1.0453003596092696
128,64,blackhole,unicast,l1,all_from_all,riscv_1,147456,4x4,2x2,3916.0,2.094456718741023
256,64,blackhole,unicast,l1,all_from_all,riscv_1,148480,4x4,2x2,3936.5,4.168004353114066
512,64,blackhole,unicast,l1,all_from_all,riscv_1,149504,4x4,2x2,4034.0,8.127090555568364
1024,64,blackhole,unicast,l1,all_from_all,riscv_1,150528,4x4,2x2,6327.0,10.39369254982995
2048,64,blackhole,unicast,l1,all_from_all,riscv_1,151552,4x4,2x2,12536.5,10.456525468185397
4096,64,blackhole,unicast,l1,all_from_all,riscv_1,152576,4x4,2x2,24934.5,10.513339866316294
8192,64,blackhole,unicast,l1,all_from_all,riscv_1,153600,4x4,2x2,49132.5,10.673663108308553
16384,64,blackhole,unicast,l1,all_from_all,riscv_1,154624,4x4,2x2,101243.0,10.358581096630367
32768,64,blackhole,unicast,l1,all_from_all,riscv_1,155648,4x4,2x2,217997.0,9.620805139847969
65536,64,blackhole,unicast,l1,all_from_all,riscv_1,156672,4x4,2x2,457121.5,9.17546881160471
64,1024,blackhole,unicast,l1,all_from_all,riscv_1,157696,4x4,2x2,61122.5,1.0723519429572193
128,1024,blackhole,unicast,l1,all_from_all,riscv_1,158720,4x4,2x2,61292.0,2.1387163634559734
256,1024,blackhole,unicast,l1,all_from_all,riscv_1,159744,4x4,2x2,61145.0,4.287823257341238
512,1024,blackhole,unicast,l1,all_from_all,riscv_1,160768,4x4,2x2,62160.5,8.436257732799936
1024,1024,blackhole,unicast,l1,all_from_all,riscv_1,161792,4x4,2x2,104819.5,10.004139510178302
2048,1024,blackhole,unicast,l1,all_from_all,riscv_1,162816,4x4,2x2,217256.5,9.652964713023534
4096,1024,blackhole,unicast,l1,all_from_all,riscv_1,163840,4x4,2x2,462504.5,9.06976511917123
8192,1024,blackhole,unicast,l1,all_from_all,riscv_1,164864,4x4,2x2,917640.5,9.141509136178012
16384,1024,blackhole,unicast,l1,all_from_all,riscv_1,165888,4x4,2x2,1847800.0,9.079754811070028
32768,1024,blackhole,unicast,l1,all_from_all,riscv_1,166912,4x4,2x2,3393435.5,9.888098347533122
65536,1024,blackhole,unicast,l1,all_from_all,riscv_1,167936,4x4,2x2,6663555.5,10.071037255715437
64,16,blackhole,unicast,l1,all_from_all,riscv_1,168960,2x2,4x4,1094.0,0.9360271385839141
128,16,blackhole,unicast,l1,all_from_all,riscv_1,169984,2x2,4x4,1097.5,1.8660596128205256
256,16,blackhole,unicast,l1,all_from_all,riscv_1,171008,2x2,4x4,1094.0,3.744086655799042
512,16,blackhole,unicast,l1,all_from_all,riscv_1,172032,2x2,4x4,1108.5,7.390168395764226
1024,16,blackhole,unicast,l1,all_from_all,riscv_1,173056,2x2,4x4,1145.5,14.30554374090081
2048,16,blackhole,unicast,l1,all_from_all,riscv_1,174080,2x2,4x4,1299.5,25.226342685240148
4096,16,blackhole,unicast,l1,all_from_all,riscv_1,175104,2x2,4x4,2163.0,30.346631991578988
8192,16,blackhole,unicast,l1,all_from_all,riscv_1,176128,2x2,4x4,3871.0,33.92932788088497
16384,16,blackhole,unicast,l1,all_from_all,riscv_1,177152,2x2,4x4,6748.0,38.84923606506001
32768,16,blackhole,unicast,l1,all_from_all,riscv_1,178176,2x2,4x4,13184.0,39.77001620860148
65536,16,blackhole,unicast,l1,all_from_all,riscv_1,179200,2x2,4x4,27417.5,38.25741775591324
64,256,blackhole,unicast,l1,all_from_all,riscv_1,180224,2x2,4x4,9155.0,1.7896252919786302
128,256,blackhole,unicast,l1,all_from_all,riscv_1,181248,2x2,4x4,9153.0,3.580030499886843
256,256,blackhole,unicast,l1,all_from_all,riscv_1,182272,2x2,4x4,9159.5,7.154986987031658
512,256,blackhole,unicast,l1,all_from_all,riscv_1,183296,2x2,4x4,9244.5,14.178398272851851
1024,256,blackhole,unicast,l1,all_from_all,riscv_1,184320,2x2,4x4,10523.0,24.914767095033774
2048,256,blackhole,unicast,l1,all_from_all,riscv_1,185344,2x2,4x4,18542.0,28.28330104887285
4096,256,blackhole,unicast,l1,all_from_all,riscv_1,186368,2x2,4x4,32044.5,32.85078261127874
8192,256,blackhole,unicast,l1,all_from_all,riscv_1,187392,2x2,4x4,63885.5,32.8719112454066
16384,256,blackhole,unicast,l1,all_from_all,riscv_1,188416,2x2,4x4,121394.5,34.65278560317833
32768,256,blackhole,unicast,l1,all_from_all,riscv_1,189440,2x2,4x4,256582.5,32.80648680286857
65536,256,blackhole,unicast,l1,all_from_all,riscv_1,190464,2x2,4x4,532993.0,31.678567523396538
64,4096,blackhole,unicast,l1,all_from_all,riscv_1,191488,2x2,4x4,135019.0,1.9419619599670628
128,4096,blackhole,unicast,l1,all_from_all,riscv_1,192512,2x2,4x4,135048.5,3.8830696027207647
256,4096,blackhole,unicast,l1,all_from_all,riscv_1,193536,2x2,4x4,135021.0,7.7677567249342125
512,4096,blackhole,unicast,l1,all_from_all,riscv_1,194560,2x2,4x4,136108.5,15.413321260512873
1024,4096,blackhole,unicast,l1,all_from_all,riscv_1,195584,2x2,4x4,173983.5,24.108184434921142
2048,4096,blackhole,unicast,l1,all_from_all,riscv_1,196608,2x2,4x4,263185.0,32.4649691166602
4096,4096,blackhole,unicast,l1,all_from_all,riscv_1,197632,2x2,4x4,558822.0,30.540670448881272
8192,4096,blackhole,unicast,l1,all_from_all,riscv_1,198656,2x2,4x4,1140287.5,29.548646494573998
16384,4096,blackhole,unicast,l1,all_from_all,riscv_1,199680,2x2,4x4,2066551.5,32.99458118457626
32768,4096,blackhole,unicast,l1,all_from_all,riscv_1,200704,2x2,4x4,4025561.5,33.74726770789405
65536,4096,blackhole,unicast,l1,all_from_all,riscv_1,201728,2x2,4x4,8387379.0,32.512486892480645
64,1,blackhole,unicast,l1,all_from_all,riscv_1,202752,4x4,1x1,429.0,0.14926525353238268
128,1,blackhole,unicast,l1,all_from_all,riscv_1,203776,4x4,1x1,431.5,0.2966718948069527
256,1,blackhole,unicast,l1,all_from_all,riscv_1,204800,4x4,1x1,431.5,0.5933182941239661
512,1,blackhole,unicast,l1,all_from_all,riscv_1,205824,4x4,1x1,441.5,1.1598033883695396
1024,1,blackhole,unicast,l1,all_from_all,riscv_1,206848,4x4,1x1,473.5,2.163026409707352
2048,1,blackhole,unicast,l1,all_from_all,riscv_1,207872,4x4,1x1,589.0,3.4815054259986145
4096,1,blackhole,unicast,l1,all_from_all,riscv_1,208896,4x4,1x1,870.5,4.7082138310964625
8192,1,blackhole,unicast,l1,all_from_all,riscv_1,209920,4x4,1x1,1461.0,5.627534997792434
16384,1,blackhole,unicast,l1,all_from_all,riscv_1,210944,4x4,1x1,2605.5,6.288288527163436
32768,1,blackhole,unicast,l1,all_from_all,riscv_1,211968,4x4,1x1,5241.0,6.256032033292243
65536,1,blackhole,unicast,l1,all_from_all,riscv_1,212992,4x4,1x1,11122.5,5.893857608861093
64,16,blackhole,unicast,l1,all_from_all,riscv_1,214016,4x4,1x1,2371.5,0.43182050155859075
128,16,blackhole,unicast,l1,all_from_all,riscv_1,215040,4x4,1x1,2383.0,0.8594360324369311
256,16,blackhole,unicast,l1,all_from_all,riscv_1,216064,4x4,1x1,2374.0,1.7255062292028664
512,16,blackhole,unicast,l1,all_from_all,riscv_1,217088,4x4,1x1,2384.5,3.435883797341889
1024,16,blackhole,unicast,l1,all_from_all,riscv_1,218112,4x4,1x1,3718.0,4.407232653439214
2048,16,blackhole,unicast,l1,all_from_all,riscv_1,219136,4x4,1x1,6803.0,4.817398420735926
4096,16,blackhole,unicast,l1,all_from_all,riscv_1,220160,4x4,1x1,12897.0,5.0819692112742985
8192,16,blackhole,unicast,l1,all_from_all,riscv_1,221184,4x4,1x1,25354.5,5.170138077105642
16384,16,blackhole,unicast,l1,all_from_all,riscv_1,222208,4x4,1x1,49877.0,5.256393890763737
32768,16,blackhole,unicast,l1,all_from_all,riscv_1,223232,4x4,1x1,96070.5,5.457336466073189
65536,16,blackhole,unicast,l1,all_from_all,riscv_1,224256,4x4,1x1,189349.5,5.537848049098185
64,256,blackhole,unicast,l1,all_from_all,riscv_1,225280,4x4,1x1,31397.5,0.5218251672324553
128,256,blackhole,unicast,l1,all_from_all,riscv_1,226304,4x4,1x1,31395.0,1.0437333167756613
256,256,blackhole,unicast,l1,all_from_all,riscv_1,227328,4x4,1x1,31413.0,2.0862710388851795
512,256,blackhole,unicast,l1,all_from_all,riscv_1,228352,4x4,1x1,31660.5,4.13992372046704
1024,256,blackhole,unicast,l1,all_from_all,riscv_1,229376,4x4,1x1,51489.0,5.091263227249268
2048,256,blackhole,unicast,l1,all_from_all,riscv_1,230400,4x4,1x1,97532.5,5.375522537731014
4096,256,blackhole,unicast,l1,all_from_all,riscv_1,231424,4x4,1x1,191914.0,5.463781317681826
8192,256,blackhole,unicast,l1,all_from_all,riscv_1,232448,4x4,1x1,375895.5,5.579082709433187
16384,256,blackhole,unicast,l1,all_from_all,riscv_1,233472,4x4,1x1,749413.0,5.596788508179003
32768,256,blackhole,unicast,l1,all_from_all,riscv_1,234496,4x4,1x1,1493106.5,5.6182255151529095
65536,256,blackhole,unicast,l1,all_from_all,riscv_1,235520,4x4,1x1,2992521.0,5.606382318960162
64,16,blackhole,unicast,l1,all_from_all,riscv_1,236544,11x10,4x4,1764.0,0.5804988662131519
128,16,blackhole,unicast,l1,all_from_all,riscv_1,237568,11x10,4x4,1742.5,1.1753306506699301
256,16,blackhole,unicast,l1,all_from_all,riscv_1,238592,11x10,4x4,2259.0,1.813192033046709
512,16,blackhole,unicast,l1,all_from_all,riscv_1,239616,11x10,4x4,3803.0,2.1557010164618817
1024,16,blackhole,unicast,l1,all_from_all,riscv_1,240640,11x10,4x4,6300.5,2.6009301804314604
2048,16,blackhole,unicast,l1,all_from_all,riscv_1,241664,11x10,4x4,10553.5,3.1049657495564644
4096,16,blackhole,unicast,l1,all_from_all,riscv_1,242688,11x10,4x4,21207.0,3.0903443497996284
8192,16,blackhole,unicast,l1,all_from_all,riscv_1,243712,11x10,4x4,39422.5,3.3249145091446195
16384,16,blackhole,unicast,l1,all_from_all,riscv_1,244736,11x10,4x4,78160.0,3.3540469277722993
32768,16,blackhole,unicast,l1,all_from_all,riscv_1,245760,11x10,4x4,154046.5,3.403503010391674
65536,16,blackhole,unicast,l1,all_from_all,riscv_1,246784,11x10,4x4,344007.0,3.048170064138759
64,256,blackhole,unicast,l1,all_from_all,riscv_1,247808,11x10,4x4,21373.0,0.7665797266117671
128,256,blackhole,unicast,l1,all_from_all,riscv_1,248832,11x10,4x4,21819.0,1.5018217054534684
256,256,blackhole,unicast,l1,all_from_all,riscv_1,249856,11x10,4x4,27645.5,2.3705848989312353
512,256,blackhole,unicast,l1,all_from_all,riscv_1,250880,11x10,4x4,43602.5,3.006150906228907
1024,256,blackhole,unicast,l1,all_from_all,riscv_1,251904,11x10,4x4,79273.5,3.306833908558491
2048,256,blackhole,unicast,l1,all_from_all,riscv_1,252928,11x10,4x4,154461.5,3.3942960145040413
4096,256,blackhole,unicast,l1,all_from_all,riscv_1,253952,11x10,4x4,308868.5,3.394906500393204
8192,256,blackhole,unicast,l1,all_from_all,riscv_1,254976,11x10,4x4,641020.5,3.272600233104388
16384,256,blackhole,unicast,l1,all_from_all,riscv_1,256000,11x10,4x4,1222004.5,3.4323155578943068
32768,256,blackhole,unicast,l1,all_from_all,riscv_1,257024,11x10,4x4,2518059.0,3.3313822542342217
65536,256,blackhole,unicast,l1,all_from_all,riscv_1,258048,11x10,4x4,5180647.5,3.23845359269061
64,4096,blackhole,unicast,l1,all_from_all,riscv_1,259072,11x10,4x4,370877.0,0.7068219395861376
128,4096,blackhole,unicast,l1,all_from_all,riscv_1,260096,11x10,4x4,367613.5,1.4262650802408547
256,4096,blackhole,unicast,l1,all_from_all,riscv_1,261120,11x10,4x4,406317.5,2.580689166125609
512,4096,blackhole,unicast,l1,all_from_all,riscv_1,262144,11x10,4x4,678049.0,3.0931743234353033
1024,4096,blackhole,unicast,l1,all_from_all,riscv_1,263168,11x10,4x4,1309403.5,3.2043935369684937
