Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Loopback,Latency (cycles),Bandwidth (bytes/cycle)
256,64,blackhole,riscv_0,92160,false,7731.0,2.11926012158841
512,64,blackhole,riscv_0,93184,false,7752.0,4.22703818369453
1024,64,blackhole,riscv_0,94208,false,8002.0,8.189952511872033
2048,64,blackhole,riscv_0,95232,false,8709.0,15.050177976805603
4096,64,blackhole,riscv_0,96256,false,10641.0,24.635278639225636
8192,64,blackhole,riscv_0,97280,false,15297.0,34.27390991697718
16384,64,blackhole,riscv_0,98304,false,23845.0,43.974669742084295
32768,64,blackhole,riscv_0,99328,false,47204.0,44.42742140496568
65536,64,blackhole,riscv_0,100352,false,93990.0,44.62500265985743
64,256,blackhole,riscv_0,101376,false,28644.0,0.5719871526323139
128,256,blackhole,riscv_0,102400,false,28653.0,1.143614979234286
256,256,blackhole,riscv_0,103424,false,28649.0,2.2875493036406156
512,256,blackhole,riscv_0,104448,false,28658.0,4.573661804731663
1024,256,blackhole,riscv_0,105472,false,29675.0,8.833833192923336
2048,256,blackhole,riscv_0,106496,false,32629.0,16.068160225566213
4096,256,blackhole,riscv_0,107520,false,40306.0,26.015382325212126
8192,256,blackhole,riscv_0,108544,false,58903.0,35.60348369353004
16384,256,blackhole,riscv_0,109568,false,93083.0,45.0598283252581
32768,256,blackhole,riscv_0,110592,false,185393.0,45.247706224075344
65536,256,blackhole,riscv_0,111616,false,370582.0,45.27261442811577
