Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Posted writes,Same destination,Same value,NoC Index,Stateful,Latency (cycles),Bandwidth (bytes/cycle)
32,64,wormhole_b0,riscv_0,94208,0,1,0,0,0,1928.0,1.062240663900415
32,64,wormhole_b0,riscv_0,95232,0,1,1,0,0,1677.0,1.2212283840190816
32,64,wormhole_b0,riscv_0,96256,0,1,0,0,1,1430.0,1.4321678321678322
32,64,wormhole_b0,riscv_0,97280,0,1,1,0,1,1370.0,1.494890510948905
32,64,wormhole_b0,riscv_0,98304,0,0,0,0,0,2003.0,1.0224663005491763
32,64,wormhole_b0,riscv_0,99328,0,0,1,0,0,2069.0,0.9898501691638473
32,64,wormhole_b0,riscv_0,100352,0,0,0,0,1,1686.0,1.2147093712930013
32,64,wormhole_b0,riscv_0,101376,0,0,1,0,1,1572.0,1.3027989821882953
32,128,wormhole_b0,riscv_0,102400,0,1,0,0,0,3084.0,1.3281452658884565
32,128,wormhole_b0,riscv_0,103424,0,1,1,0,0,3085.0,1.3277147487844407
32,128,wormhole_b0,riscv_0,104448,0,1,0,0,1,2581.0,1.5869817900038745
32,128,wormhole_b0,riscv_0,105472,0,1,1,0,1,2457.0,1.667073667073667
32,128,wormhole_b0,riscv_0,106496,0,0,0,0,0,3732.0,1.097534833869239
32,128,wormhole_b0,riscv_0,107520,0,0,1,0,0,3861.0,1.060865060865061
32,128,wormhole_b0,riscv_0,108544,0,0,0,0,1,3093.0,1.3242806336889752
32,128,wormhole_b0,riscv_0,109568,0,0,1,0,1,2843.0,1.4407316215265564
32,256,wormhole_b0,riscv_0,110592,0,1,0,0,0,5901.0,1.3882392814777156
32,256,wormhole_b0,riscv_0,111616,0,1,1,0,0,5901.0,1.3882392814777156
32,256,wormhole_b0,riscv_0,112640,0,1,0,0,1,4887.0,1.6762840188254553
32,256,wormhole_b0,riscv_0,113664,0,1,1,0,1,4633.0,1.7681847614936326
32,256,wormhole_b0,riscv_0,114688,0,0,0,0,0,7184.0,1.1403118040089086
32,256,wormhole_b0,riscv_0,115712,0,0,1,0,0,7448.0,1.099892588614393
32,256,wormhole_b0,riscv_0,116736,0,0,0,0,1,5910.0,1.3861252115059222
32,256,wormhole_b0,riscv_0,117760,0,0,1,0,1,5413.0,1.5133936818769629
32,512,wormhole_b0,riscv_0,118784,0,1,0,0,0,11533.0,1.420619093037371
32,512,wormhole_b0,riscv_0,119808,0,1,1,0,0,11534.0,1.4204959250910352
32,512,wormhole_b0,riscv_0,120832,0,1,0,0,1,9495.0,1.725539757767246
32,512,wormhole_b0,riscv_0,121856,0,1,1,0,1,8984.0,1.823686553873553
32,512,wormhole_b0,riscv_0,122880,0,0,0,0,0,14098.0,1.162150659668038
32,512,wormhole_b0,riscv_0,123904,0,0,1,0,0,14613.0,1.1211934578799698
32,512,wormhole_b0,riscv_0,124928,0,0,0,0,1,11544.0,1.4192654192654193
32,512,wormhole_b0,riscv_0,125952,0,0,1,0,1,10534.0,1.5553445984431364
32,1024,wormhole_b0,riscv_0,126976,0,1,0,0,0,22799.0,1.4372560200008773
32,1024,wormhole_b0,riscv_0,128000,0,1,1,0,0,22797.0,1.4373821116813617
32,1024,wormhole_b0,riscv_0,129024,0,1,0,0,1,18709.0,1.751456518253247
32,1024,wormhole_b0,riscv_0,130048,0,1,1,0,1,17688.0,1.8525554047942108
32,1024,wormhole_b0,riscv_0,131072,0,0,0,0,0,32014.0,1.0235521959142875
32,1024,wormhole_b0,riscv_0,132096,0,0,1,0,0,28950.0,1.1318825561312609
32,1024,wormhole_b0,riscv_0,133120,0,0,0,0,1,22806.0,1.4368148732789616
32,1024,wormhole_b0,riscv_0,134144,0,0,1,0,1,20774.0,1.5773563107730817
