Transaction Size (bytes),Number of Transactions,Architecture,Mechanism,Memory Type,Pattern,RISC-V Processor,Run Host ID,Master Grid Dimensions,Subordinate Grid Dimensions,Latency (cycles),Bandwidth (bytes/cycle)
16384,1024,wormhole_b0,unicast,l1,all_from_all,riscv_1,33792,8x8,8x8,16748860.5,1.001890607000553
32768,1024,wormhole_b0,unicast,l1,all_from_all,riscv_1,34816,8x8,8x8,25459267.0,1.3179672556162103
65536,1024,wormhole_b0,unicast,l1,all_from_all,riscv_1,35840,8x8,8x8,43465676.0,1.5442644055906964
32,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,36864,8x8,8x8,172659.0,0.7591549935713059
64,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,37888,8x8,8x8,199394.5,1.3147028940146872
128,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,38912,8x8,8x8,389331.5,1.346833549949908
256,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,39936,8x8,8x8,627338.5,1.671488823790166
512,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,40960,8x8,8x8,1607156.0,1.304885093972607
1024,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,41984,8x8,8x8,3080013.5,1.3620331380220008
2048,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,43008,8x8,8x8,5470182.0,1.5335157014088314
4096,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,44032,8x8,8x8,12730290.5,1.317909463006238
8192,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,45056,8x8,8x8,25033290.5,1.3405129270618272
16384,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,46080,8x8,8x8,37685925.5,1.780934998572753
32768,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,47104,8x8,8x8,61928665.0,2.168292386922083
65536,4096,wormhole_b0,unicast,l1,all_from_all,riscv_1,48128,8x8,8x8,117307768.5,2.2883186092561996
32,16384,wormhole_b0,unicast,l1,all_from_all,riscv_1,49152,8x8,8x8,715368.5,0.732941147443553
64,16384,wormhole_b0,unicast,l1,all_from_all,riscv_1,50176,8x8,8x8,794369.0,1.3201116981526653
128,16384,wormhole_b0,unicast,l1,all_from_all,riscv_1,51200,8x8,8x8,1196784.0,1.7525556109817324
256,16384,wormhole_b0,unicast,l1,all_from_all,riscv_1,52224,8x8,8x8,2373218.0,1.7674636497249816
512,16384,wormhole_b0,unicast,l1,all_from_all,riscv_1,53248,8x8,8x8,4046655.0,2.0729791213887108
1024,16384,wormhole_b0,unicast,l1,all_from_all,riscv_1,54272,8x8,8x8,7921394.0,2.118136198465598
2048,16384,wormhole_b0,unicast,l1,all_from_all,riscv_1,55296,8x8,8x8,16761963.5,2.0019717237042407
4096,16384,wormhole_b0,unicast,l1,all_from_all,riscv_1,56320,8x8,8x8,28712453.0,2.337540452230079
8192,16384,wormhole_b0,unicast,l1,all_from_all,riscv_1,57344,8x8,8x8,61978351.5,2.1657221509097866
16384,16384,wormhole_b0,unicast,l1,all_from_all,riscv_1,58368,8x8,8x8,107482069.0,2.497833447401465
32768,16384,wormhole_b0,unicast,l1,all_from_all,riscv_1,59392,8x8,8x8,240025399.0,2.236728175787908
65536,16384,wormhole_b0,unicast,l1,all_from_all,riscv_1,60416,8x8,8x8,444298780.5,2.416934739302407
