Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Memory type,Mechanism,Pattern,Same axis,Stateful,Loopback,Number of subordinates,NoC Index,Number of Cores,Total Bytes,Latency (cycles),Combined Bandwidth (bytes/cycle)
4096,1,wormhole_b0,riscv_0,514048,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,262144,2505.0,104.64830339321357
8192,1,wormhole_b0,riscv_0,515072,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,524288,4913.0,106.71443110116019
32,4,wormhole_b0,riscv_0,516096,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,8192,2234.0,3.666965085049239
64,4,wormhole_b0,riscv_0,517120,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,16384,2339.0,7.004702864471996
128,4,wormhole_b0,riscv_0,518144,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,32768,1243.0,26.362027353177794
256,4,wormhole_b0,riscv_0,519168,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,65536,1380.0,47.48985507246377
512,4,wormhole_b0,riscv_0,520192,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,131072,1598.0,82.02252816020025
1024,4,wormhole_b0,riscv_0,521216,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,262144,2233.0,117.39543215405284
2048,4,wormhole_b0,riscv_0,522240,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,524288,3959.0,132.42940136398082
4096,4,wormhole_b0,riscv_0,523264,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,1048576,8275.0,126.7161329305136
8192,4,wormhole_b0,riscv_0,524288,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,2097152,15853.0,132.2873903992935
32,16,wormhole_b0,riscv_0,525312,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,32768,6760.0,4.847337278106509
64,16,wormhole_b0,riscv_0,526336,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,65536,7261.0,9.025754028370748
128,16,wormhole_b0,riscv_0,527360,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,131072,1771.0,74.01016374929418
256,16,wormhole_b0,riscv_0,528384,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,262144,2511.0,104.39824771007567
512,16,wormhole_b0,riscv_0,529408,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,524288,4053.0,129.35800641500123
1024,16,wormhole_b0,riscv_0,530432,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,1048576,7501.0,139.79149446740433
2048,16,wormhole_b0,riscv_0,531456,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,2097152,14623.0,143.41462080284484
4096,16,wormhole_b0,riscv_0,532480,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,4194304,30314.0,138.3619449759187
8192,16,wormhole_b0,riscv_0,533504,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,8388608,61728.0,135.89631933644375
32,64,wormhole_b0,riscv_0,534528,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,131072,25048.0,5.2328329607154265
64,64,wormhole_b0,riscv_0,535552,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,262144,25673.0,10.210883028863007
128,64,wormhole_b0,riscv_0,536576,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,524288,4760.0,110.14453781512606
256,64,wormhole_b0,riscv_0,537600,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,1048576,7544.0,138.9946977730647
512,64,wormhole_b0,riscv_0,538624,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,2097152,14279.0,146.86966874430982
1024,64,wormhole_b0,riscv_0,539648,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,4194304,28241.0,148.51825360291775
2048,64,wormhole_b0,riscv_0,540672,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,8388608,56451.0,148.59981222653275
4096,64,wormhole_b0,riscv_0,541696,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,16777216,116802.0,143.63808838889744
8192,64,wormhole_b0,riscv_0,542720,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,33554432,242722.0,138.24223597366534
32,256,wormhole_b0,riscv_0,543744,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,524288,100698.0,5.2065383622316235
64,256,wormhole_b0,riscv_0,544768,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,1048576,106678.0,9.82935563096421
128,256,wormhole_b0,riscv_0,545792,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,2097152,16995.0,123.39817593409826
256,256,wormhole_b0,riscv_0,546816,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,4194304,29123.0,144.02032757614256
512,256,wormhole_b0,riscv_0,547840,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,8388608,54763.0,153.1802129174808
1024,256,wormhole_b0,riscv_0,548864,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,16777216,111157.0,150.93260883255215
2048,256,wormhole_b0,riscv_0,549888,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,33554432,222483.0,150.81795912496685
4096,256,wormhole_b0,riscv_0,550912,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,67108864,463631.0,144.74628314327558
8192,256,wormhole_b0,riscv_0,551936,DRAM Sharded,unicast,all_to_all,False,False,False,0,1,64,134217728,965514.0,139.01168496779954
