Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Loopback,Latency (cycles),Bandwidth (bytes/cycle)
32,16384,wormhole_b0,riscv_0,49152,true,460254.0,1.1391275252360653
64,16384,wormhole_b0,riscv_0,50176,true,460254.0,2.2782550504721306
128,16384,wormhole_b0,riscv_0,51200,true,460260.0,4.556450701777257
256,16384,wormhole_b0,riscv_0,52224,true,525572.0,7.980455579825409
512,16384,wormhole_b0,riscv_0,53248,true,460395.0,18.220458519314935
1024,16384,wormhole_b0,riscv_0,54272,true,552942.0,30.34172842721298
2048,16384,wormhole_b0,riscv_0,55296,true,1081011.0,31.03986175903853
4096,16384,wormhole_b0,riscv_0,56320,true,2147679.0,31.247157512831294
8192,16384,wormhole_b0,riscv_0,57344,true,4292318.0,31.26928806299999
16384,16384,wormhole_b0,riscv_0,58368,true,8581297.0,31.281455006160492
32768,16384,wormhole_b0,riscv_0,59392,true,17218047.0,31.18070893870832
65536,16384,wormhole_b0,riscv_0,60416,true,34322550.0,31.28385927036307
32,63,wormhole_b0,riscv_0,61440,false,3153.0,0.6393910561370124
64,63,wormhole_b0,riscv_0,62464,false,2906.0,1.3874741913282862
128,63,wormhole_b0,riscv_0,63488,false,2913.0,2.768280123583934
256,63,wormhole_b0,riscv_0,64512,false,2927.0,5.510078578749573
512,63,wormhole_b0,riscv_0,65536,false,2937.0,10.982635342185905
1024,63,wormhole_b0,riscv_0,66560,false,2948.0,21.883310719131615
2048,63,wormhole_b0,riscv_0,67584,false,4459.0,28.93563579277865
4096,63,wormhole_b0,riscv_0,68608,false,8626.0,29.91514027359147
8192,63,wormhole_b0,riscv_0,69632,false,16849.0,30.630660573327795
16384,63,wormhole_b0,riscv_0,70656,false,33343.0,30.95678253306541
32768,63,wormhole_b0,riscv_0,71680,false,66317.0,31.129031771642264
65536,63,wormhole_b0,riscv_0,72704,false,132253.0,31.21870959448935
32,252,wormhole_b0,riscv_0,73728,false,8569.0,0.9410666355467382
64,252,wormhole_b0,riscv_0,74752,false,8570.0,1.8819136522753792
128,252,wormhole_b0,riscv_0,75776,false,8574.0,3.762071378586424
256,252,wormhole_b0,riscv_0,76800,false,8466.0,7.620127569099929
512,252,wormhole_b0,riscv_0,77824,false,8479.0,15.216888784054724
1024,252,wormhole_b0,riscv_0,78848,false,9053.0,28.504142273279577
2048,252,wormhole_b0,riscv_0,79872,false,16976.0,30.401508011310085
4096,252,wormhole_b0,riscv_0,80896,false,33350.0,30.950284857571216
8192,252,wormhole_b0,riscv_0,81920,false,66319.0,31.128093005021185
16384,252,wormhole_b0,riscv_0,82944,false,132249.0,31.219653834811606
32768,252,wormhole_b0,riscv_0,83968,false,264719.0,31.193590184308643
65536,252,wormhole_b0,riscv_0,84992,false,528065.0,31.27469535000426
32,1008,wormhole_b0,riscv_0,86016,false,33397.0,0.9658352546635925
64,1008,wormhole_b0,riscv_0,87040,false,29738.0,2.1693456184006994
128,1008,wormhole_b0,riscv_0,88064,false,29621.0,4.35582863508997
256,1008,wormhole_b0,riscv_0,89088,false,29634.0,8.707835594249849
512,1008,wormhole_b0,riscv_0,90112,false,29645.0,17.409208972845338
1024,1008,wormhole_b0,riscv_0,91136,false,34332.0,30.065012233484797
2048,1008,wormhole_b0,riscv_0,92160,false,66944.0,30.837476099426386
4096,1008,wormhole_b0,riscv_0,93184,false,132362.0,31.193001012375152
8192,1008,wormhole_b0,riscv_0,94208,false,264317.0,31.24103254803891
16384,1008,wormhole_b0,riscv_0,95232,false,528063.0,31.274813800626063
32768,1008,wormhole_b0,riscv_0,96256,false,1056199.0,31.272652218000584
65536,1008,wormhole_b0,riscv_0,97280,false,2111108.0,31.29176148259587
32,4032,wormhole_b0,riscv_0,98304,false,114292.0,1.1288979106149162
64,4032,wormhole_b0,riscv_0,99328,false,114288.0,2.25787484250315
128,4032,wormhole_b0,riscv_0,100352,false,114292.0,4.515591642459665
256,4032,wormhole_b0,riscv_0,101376,false,114310.0,9.029761175750153
512,4032,wormhole_b0,riscv_0,102400,false,114321.0,18.057784658986538
1024,4032,wormhole_b0,riscv_0,103424,false,136159.0,30.323136920805823
2048,4032,wormhole_b0,riscv_0,104448,false,266207.0,31.019229396672515
4096,4032,wormhole_b0,riscv_0,105472,false,528553.0,31.245820192109402
8192,4032,wormhole_b0,riscv_0,106496,false,1056043.0,31.27727185351354
16384,4032,wormhole_b0,riscv_0,107520,false,2111537.0,31.28540394982423
32768,4032,wormhole_b0,riscv_0,108544,false,4234075.0,31.204118018693574
65536,4032,wormhole_b0,riscv_0,109568,false,8443927.0,31.293632926954484
32,16128,wormhole_b0,riscv_0,110592,false,453100.0,1.1390333259766057
64,16128,wormhole_b0,riscv_0,111616,false,453103.0,2.2780515688485843
128,16128,wormhole_b0,riscv_0,112640,false,453098.0,4.556153414934517
256,16128,wormhole_b0,riscv_0,113664,false,452992.0,9.1144391070924
512,16128,wormhole_b0,riscv_0,114688,false,453008.0,18.2282343799668
1024,16128,wormhole_b0,riscv_0,115712,false,543892.0,30.364616504747264
2048,16128,wormhole_b0,riscv_0,116736,false,1065885.0,30.988468737246514
4096,16128,wormhole_b0,riscv_0,117760,false,2112961.0,31.264319597001553
8192,16128,wormhole_b0,riscv_0,118784,false,4224537.0,31.274569497201703
16384,16128,wormhole_b0,riscv_0,119808,false,8445416.0,31.288115588385462
32768,16128,wormhole_b0,riscv_0,120832,false,16891059.0,31.287695105440104
65536,16128,wormhole_b0,riscv_0,121856,false,33775347.0,31.293967401726473
