Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Number of Virtual Channels,NoC Index,Latency (cycles),Bandwidth (bytes/cycle)
2048,256,wormhole_b0,riscv_1,90112,4,0,17484.0,29.9867307252345
4096,256,wormhole_b0,riscv_1,91136,1,0,34194.0,30.665496870796048
4096,256,wormhole_b0,riscv_1,92160,2,0,34154.0,30.701411254904258
4096,256,wormhole_b0,riscv_1,93184,3,0,34122.0,30.73020338784362
4096,256,wormhole_b0,riscv_1,94208,4,0,34090.0,30.759049574655325
8192,256,wormhole_b0,riscv_1,95232,1,0,67635.0,31.00690470910032
8192,256,wormhole_b0,riscv_1,96256,2,0,67506.0,31.066157082333422
8192,256,wormhole_b0,riscv_1,97280,3,0,67538.0,31.05143770914152
8192,256,wormhole_b0,riscv_1,98304,4,0,67770.0,30.94513796665191
16384,256,wormhole_b0,riscv_1,99328,1,0,135610.0,30.92916451589116
16384,256,wormhole_b0,riscv_1,100352,2,0,134986.0,31.072140814602996
16384,256,wormhole_b0,riscv_1,101376,3,0,134722.0,31.133029497780615
16384,256,wormhole_b0,riscv_1,102400,4,0,134634.0,31.153378789904483
32768,256,wormhole_b0,riscv_1,103424,1,0,269722.0,31.100940968849407
32768,256,wormhole_b0,riscv_1,104448,2,0,269234.0,31.157312969387224
32768,256,wormhole_b0,riscv_1,105472,3,0,269234.0,31.157312969387224
32768,256,wormhole_b0,riscv_1,106496,4,0,270034.0,31.065006628794894
65536,256,wormhole_b0,riscv_1,107520,1,0,542242.0,30.94045831934819
65536,256,wormhole_b0,riscv_1,108544,2,0,539258.0,31.111668255269276
65536,256,wormhole_b0,riscv_1,109568,3,0,538154.0,31.175492517011858
65536,256,wormhole_b0,riscv_1,110592,4,0,537706.0,31.201466972657922
131072,256,wormhole_b0,riscv_1,111616,1,0,1078946.0,31.099269101512032
131072,256,wormhole_b0,riscv_1,112640,2,0,1076027.0,31.183633867923387
131072,256,wormhole_b0,riscv_1,113664,3,0,1076194.0,31.17879490129103
131072,256,wormhole_b0,riscv_1,114688,4,0,1080674.0,31.049541304778316
32,256,wormhole_b0,riscv_1,115712,1,1,6578.0,1.245363332319854
32,256,wormhole_b0,riscv_1,116736,2,1,6578.0,1.245363332319854
32,256,wormhole_b0,riscv_1,117760,3,1,6578.0,1.245363332319854
32,256,wormhole_b0,riscv_1,118784,4,1,6578.0,1.245363332319854
64,256,wormhole_b0,riscv_1,119808,1,1,6578.0,2.490726664639708
64,256,wormhole_b0,riscv_1,120832,2,1,6578.0,2.490726664639708
64,256,wormhole_b0,riscv_1,121856,3,1,6578.0,2.490726664639708
64,256,wormhole_b0,riscv_1,122880,4,1,6578.0,2.490726664639708
128,256,wormhole_b0,riscv_1,123904,1,1,6586.0,4.975402368660796
128,256,wormhole_b0,riscv_1,124928,2,1,6587.0,4.974647032032792
128,256,wormhole_b0,riscv_1,125952,3,1,6586.0,4.975402368660796
128,256,wormhole_b0,riscv_1,126976,4,1,6586.0,4.975402368660796
256,256,wormhole_b0,riscv_1,128000,1,1,6586.0,9.950804737321592
256,256,wormhole_b0,riscv_1,129024,2,1,6586.0,9.950804737321592
256,256,wormhole_b0,riscv_1,130048,3,1,6586.0,9.950804737321592
256,256,wormhole_b0,riscv_1,131072,4,1,6586.0,9.950804737321592
512,256,wormhole_b0,riscv_1,132096,1,1,6595.0,19.874450341167552
512,256,wormhole_b0,riscv_1,133120,2,1,6595.0,19.874450341167552
512,256,wormhole_b0,riscv_1,134144,3,1,6595.0,19.874450341167552
512,256,wormhole_b0,riscv_1,135168,4,1,6594.0,19.877464361540795
1024,256,wormhole_b0,riscv_1,136192,1,1,9762.0,26.853513624257324
1024,256,wormhole_b0,riscv_1,137216,2,1,9746.0,26.897599014980504
1024,256,wormhole_b0,riscv_1,138240,3,1,9746.0,26.897599014980504
1024,256,wormhole_b0,riscv_1,139264,4,1,9738.0,26.91969603614705
2048,256,wormhole_b0,riscv_1,140288,1,1,18755.0,27.954572114102906
2048,256,wormhole_b0,riscv_1,141312,2,1,18755.0,27.954572114102906
2048,256,wormhole_b0,riscv_1,142336,3,1,18763.0,27.942653093854926
2048,256,wormhole_b0,riscv_1,143360,4,1,18763.0,27.942653093854926
4096,256,wormhole_b0,riscv_1,144384,1,1,37050.0,28.301646423751688
4096,256,wormhole_b0,riscv_1,145408,2,1,37042.0,28.307758760326116
4096,256,wormhole_b0,riscv_1,146432,3,1,37074.0,28.283325241409074
4096,256,wormhole_b0,riscv_1,147456,4,1,37154.0,28.222425580018303
8192,256,wormhole_b0,riscv_1,148480,1,1,74035.0,28.32649422570406
8192,256,wormhole_b0,riscv_1,149504,2,1,74234.0,28.250559043026108
8192,256,wormhole_b0,riscv_1,150528,3,1,74170.0,28.274935957934474
8192,256,wormhole_b0,riscv_1,151552,4,1,73842.0,28.400530863194387
16384,256,wormhole_b0,riscv_1,152576,1,1,147682.0,28.40091548055958
16384,256,wormhole_b0,riscv_1,153600,2,1,148242.0,28.293627986670444
16384,256,wormhole_b0,riscv_1,154624,3,1,148218.0,28.2982093942706
16384,256,wormhole_b0,riscv_1,155648,4,1,148234.0,28.29515495770201
32768,256,wormhole_b0,riscv_1,156672,1,1,295606.0,28.37766486471858
32768,256,wormhole_b0,riscv_1,157696,2,1,294822.0,28.453127649904008
32768,256,wormhole_b0,riscv_1,158720,3,1,295038.0,28.43229685667609
32768,256,wormhole_b0,riscv_1,159744,4,1,294822.0,28.453127649904008
65536,256,wormhole_b0,riscv_1,160768,1,1,590052.0,28.433453322757995
65536,256,wormhole_b0,riscv_1,161792,2,1,589292.0,28.470123470198136
65536,256,wormhole_b0,riscv_1,162816,3,1,592365.0,28.322429583111763
65536,256,wormhole_b0,riscv_1,163840,4,1,589276.0,28.470896489930016
131072,256,wormhole_b0,riscv_1,164864,1,1,1181700.0,28.395051197427435
131072,256,wormhole_b0,riscv_1,165888,2,1,1184500.0,28.32792908400169
131072,256,wormhole_b0,riscv_1,166912,3,1,1179484.0,28.44839946959857
131072,256,wormhole_b0,riscv_1,167936,4,1,1178596.0,28.46983359862073
