Transaction Size (bytes),Number of Transactions,Architecture,Mechanism,Memory Type,Pattern,RISC-V Processor,Run Host ID,Master Grid Dimensions,Subordinate Grid Dimensions,Latency (cycles),Bandwidth (bytes/cycle)
32,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,49152,4x4,4x4,8992.5,0.9109817141467313
64,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,50176,4x4,4x4,9163.5,1.7880052808844995
128,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,51200,4x4,4x4,10334.0,3.1709065716654665
256,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,52224,4x4,4x4,14064.5,4.6596814816456495
512,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,53248,4x4,4x4,23724.0,5.525370751581754
1024,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,54272,4x4,4x4,44731.5,5.863874261600724
2048,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,55296,4x4,4x4,91560.0,5.726202905518104
4096,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,56320,4x4,4x4,179365.0,5.846239683323111
8192,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,57344,4x4,4x4,362321.0,5.788157986125187
16384,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,58368,4x4,4x4,723947.0,5.794379742412407
32768,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,59392,4x4,4x4,1440039.0,5.825304486343341
65536,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,60416,4x4,4x4,2882097.0,5.822027281000491
32,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,61440,4x4,4x4,136795.0,0.9581865927899784
64,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,62464,4x4,4x4,142085.5,1.8450470778634311
128,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,63488,4x4,4x4,160966.0,3.2572284573842536
256,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,64512,4x4,4x4,218930.0,4.789567305440281
512,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,65536,4x4,4x4,400743.5,5.233757284120512
1024,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,66560,4x4,4x4,728716.5,5.75679625177083
2048,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,67584,4x4,4x4,1462740.0,5.73558984632839
4096,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,68608,4x4,4x4,2886596.0,5.81319081375406
8192,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,69632,4x4,4x4,5763935.5,5.82198562247976
16384,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,70656,4x4,4x4,11769890.5,5.702280968107541
32768,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,71680,4x4,4x4,23725272.5,5.657572590874064
65536,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,72704,4x4,4x4,46838477.0,5.731634948857554
32,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,73728,8x8,8x8,4034.5,0.5076221443299324
64,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,74752,8x8,8x8,4196.5,0.9760515961684462
128,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,75776,8x8,8x8,4943.0,1.6572986360180555
256,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,76800,8x8,8x8,6145.0,2.6662446423354385
512,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,77824,8x8,8x8,10193.5,3.214599277860767
1024,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,78848,8x8,8x8,18714.0,3.501980019291489
2048,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,79872,8x8,8x8,37928.5,3.455997067649508
4096,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,80896,8x8,8x8,78915.5,3.3218329940581945
8192,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,81920,8x8,8x8,156216.5,3.3561990252200484
16384,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,82944,8x8,8x8,318215.0,3.2956618458921834
32768,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,83968,8x8,8x8,638405.0,3.2850142103654436
65536,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,84992,8x8,8x8,1261281.0,3.325673564162618
32,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,86016,8x8,8x8,41394.5,0.791606616978092
64,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,87040,8x8,8x8,45863.5,1.4289377364265317
128,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,88064,8x8,8x8,59672.5,2.1965314952924127
256,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,89088,8x8,8x8,87671.0,2.9905476671832516
512,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,90112,8x8,8x8,162468.5,3.2273768480163616
1024,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,91136,8x8,8x8,306477.0,3.4214996103720696
2048,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,92160,8x8,8x8,633902.0,3.3084248179165563
4096,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,93184,8x8,8x8,1272542.0,3.29629984480385
8192,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,94208,8x8,8x8,2558321.5,3.279006825641485
16384,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,95232,8x8,8x8,4919590.0,3.4110283900670595
32768,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,96256,8x8,8x8,9902406.5,3.389283681790021
65536,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,97280,8x8,8x8,20417112.0,3.2870813667081187
32,16384,wormhole_b0,unicast,l1,all_to_all,riscv_0,98304,8x8,8x8,642852.0,0.8155677293267024
64,16384,wormhole_b0,unicast,l1,all_to_all,riscv_0,99328,8x8,8x8,724746.5,1.4471275522005436
128,16384,wormhole_b0,unicast,l1,all_to_all,riscv_0,100352,8x8,8x8,936005.0,2.240549283555663
256,16384,wormhole_b0,unicast,l1,all_to_all,riscv_0,101376,8x8,8x8,1386563.5,3.0270124846227553
512,16384,wormhole_b0,unicast,l1,all_to_all,riscv_0,102400,8x8,8x8,2606596.5,3.2183592702449055
1024,16384,wormhole_b0,unicast,l1,all_to_all,riscv_0,103424,8x8,8x8,5180018.0,3.2388337896017427
2048,16384,wormhole_b0,unicast,l1,all_to_all,riscv_0,104448,8x8,8x8,9951554.0,3.3720937810101725
4096,16384,wormhole_b0,unicast,l1,all_to_all,riscv_0,105472,8x8,8x8,19910981.5,3.3711570991286193
8192,16384,wormhole_b0,unicast,l1,all_to_all,riscv_0,106496,8x8,8x8,39710017.0,3.3809561844683955
16384,16384,wormhole_b0,unicast,l1,all_to_all,riscv_0,107520,8x8,8x8,79806503.5,3.364378991108583
32768,16384,wormhole_b0,unicast,l1,all_to_all,riscv_0,108544,8x8,8x8,158660585.0,3.384668675388438
65536,16384,wormhole_b0,unicast,l1,all_to_all,riscv_0,109568,8x8,8x8,317540790.5,3.3824635860756516
32,1,wormhole_b0,unicast,l1,all_to_all,riscv_0,110592,2x2,1x1,252.0,0.12705615428247308
64,1,wormhole_b0,unicast,l1,all_to_all,riscv_0,111616,2x2,1x1,255.5,0.25099772824952415
128,1,wormhole_b0,unicast,l1,all_to_all,riscv_0,112640,2x2,1x1,260.0,0.4928982952946578
256,1,wormhole_b0,unicast,l1,all_to_all,riscv_0,113664,2x2,1x1,259.0,0.9896119402985075
512,1,wormhole_b0,unicast,l1,all_to_all,riscv_0,114688,2x2,1x1,272.0,1.886662602452076
1024,1,wormhole_b0,unicast,l1,all_to_all,riscv_0,115712,2x2,1x1,296.5,3.46080018237775
2048,1,wormhole_b0,unicast,l1,all_to_all,riscv_0,116736,2x2,1x1,351.5,5.865015479876162
4096,1,wormhole_b0,unicast,l1,all_to_all,riscv_0,117760,2x2,1x1,538.5,7.713572302850149
8192,1,wormhole_b0,unicast,l1,all_to_all,riscv_0,118784,2x2,1x1,912.5,8.980470552052898
16384,1,wormhole_b0,unicast,l1,all_to_all,riscv_0,119808,2x2,1x1,1982.0,8.2665680305419
32768,1,wormhole_b0,unicast,l1,all_to_all,riscv_0,120832,2x2,1x1,3952.5,8.300204000334276
65536,1,wormhole_b0,unicast,l1,all_to_all,riscv_0,121856,2x2,1x1,8018.5,8.184139408909681
32,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,122880,2x2,1x1,791.5,0.646947637292465
64,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,123904,2x2,1x1,795.5,1.2873266769704381
128,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,124928,2x2,1x1,740.5,2.766255038943509
256,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,125952,2x2,1x1,810.5,5.054103347166951
512,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,126976,2x2,1x1,1195.0,6.946530651634621
1024,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,128000,2x2,1x1,2085.5,7.977772610065272
2048,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,129024,2x2,1x1,3901.5,8.53992277992278
4096,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,130048,2x2,1x1,7490.5,8.920349742066243
8192,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,131072,2x2,1x1,16164.0,8.118593660316947
16384,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,132096,2x2,1x1,32969.5,7.953421449921053
32768,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,133120,2x2,1x1,65286.5,8.037426932794116
65536,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,134144,2x2,1x1,128900.0,8.148401840435787
32,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,135168,2x2,1x1,9434.0,0.8683490046837703
64,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,136192,2x2,1x1,9433.0,1.736882118338386
128,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,137216,2x2,1x1,8418.0,3.8926189816966867
256,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,138240,2x2,1x1,9558.5,6.955503448183971
512,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,139264,2x2,1x1,16006.0,8.342839327310406
1024,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,140288,2x2,1x1,30415.5,8.789941937864693
2048,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,141312,2x2,1x1,59594.0,8.975133763118011
4096,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,142336,2x2,1x1,126116.5,8.354472299423206
8192,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,143360,2x2,1x1,261564.5,8.02348455667431
16384,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,144384,2x2,1x1,528561.0,7.937280202726097
32768,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,145408,2x2,1x1,1054859.0,7.955117527345964
65536,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,146432,2x2,1x1,2103347.0,7.979978063203946
32,4,wormhole_b0,unicast,l1,all_to_all,riscv_0,147456,4x4,2x2,508.5,0.25172099067184384
64,4,wormhole_b0,unicast,l1,all_to_all,riscv_0,148480,4x4,2x2,508.5,0.5034419813436877
128,4,wormhole_b0,unicast,l1,all_to_all,riscv_0,149504,4x4,2x2,519.0,0.9865271739735741
256,4,wormhole_b0,unicast,l1,all_to_all,riscv_0,150528,4x4,2x2,529.5,1.9339430169351273
512,4,wormhole_b0,unicast,l1,all_to_all,riscv_0,151552,4x4,2x2,592.0,3.459498944244707
1024,4,wormhole_b0,unicast,l1,all_to_all,riscv_0,152576,4x4,2x2,803.0,5.102208984859766
2048,4,wormhole_b0,unicast,l1,all_to_all,riscv_0,153600,4x4,2x2,1364.0,6.089657397476478
4096,4,wormhole_b0,unicast,l1,all_to_all,riscv_0,154624,4x4,2x2,2891.5,5.688429853682528
8192,4,wormhole_b0,unicast,l1,all_to_all,riscv_0,155648,4x4,2x2,6095.5,5.396687588318099
16384,4,wormhole_b0,unicast,l1,all_to_all,riscv_0,156672,4x4,2x2,12521.5,5.23446385665417
32768,4,wormhole_b0,unicast,l1,all_to_all,riscv_0,157696,4x4,2x2,26114.0,5.025007792634874
65536,4,wormhole_b0,unicast,l1,all_to_all,riscv_0,158720,4x4,2x2,54438.0,4.819266584112931
32,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,159744,4x4,2x2,2674.0,0.7658964699281186
64,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,160768,4x4,2x2,2527.5,1.6217303444710747
128,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,161792,4x4,2x2,2873.5,2.852271606464097
256,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,162816,4x4,2x2,4260.0,3.8477267840899696
512,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,163840,4x4,2x2,7541.5,4.3558807152235755
1024,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,164864,4x4,2x2,14417.5,4.55494520550032
2048,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,165888,4x4,2x2,27332.5,4.798499208872734
4096,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,166912,4x4,2x2,54194.0,4.839289519091914
8192,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,167936,4x4,2x2,106762.5,4.914457911676772
16384,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,168960,4x4,2x2,215605.5,4.8634035098028825
32768,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,169984,4x4,2x2,429422.5,4.883735207988476
65536,64,wormhole_b0,unicast,l1,all_to_all,riscv_0,171008,4x4,2x2,855988.0,4.900674124684361
32,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,172032,4x4,2x2,36495.5,0.8980289912495972
64,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,173056,4x4,2x2,38401.5,1.7066557620697118
128,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,174080,4x4,2x2,43851.5,2.989253826581194
256,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,175104,4x4,2x2,64603.5,4.057971688802603
512,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,176128,4x4,2x2,115414.0,4.549060643420306
1024,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,177152,4x4,2x2,221404.5,4.737933771779336
2048,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,178176,4x4,2x2,433576.5,4.837686623919755
4096,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,179200,4x4,2x2,858121.5,4.887807370753231
8192,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,180224,4x4,2x2,1712600.0,4.899632471788312
16384,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,181248,4x4,2x2,3437406.5,4.881578253096867
32768,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,182272,4x4,2x2,6856021.0,4.89539148268837
65536,1024,wormhole_b0,unicast,l1,all_to_all,riscv_0,183296,4x4,2x2,13703004.5,4.898758122907094
32,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,184320,2x2,4x4,1084.0,0.47232472324723246
64,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,185344,2x2,4x4,1089.0,0.9403193491591282
128,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,186368,2x2,4x4,1090.5,1.8780379922468236
256,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,187392,2x2,4x4,1151.5,3.557100106187856
512,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,188416,2x2,4x4,1101.5,7.437144976510344
1024,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,189440,2x2,4x4,1389.0,11.80346520403003
2048,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,190464,2x2,4x4,2179.0,15.049885336570888
4096,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,191488,2x2,4x4,4093.5,16.063389500269746
8192,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,192512,2x2,4x4,8889.0,14.77400118486297
16384,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,193536,2x2,4x4,16313.5,16.069596983046925
32768,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,194560,2x2,4x4,34617.5,15.217677756096709
65536,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,195584,2x2,4x4,70888.0,14.890527551601354
32,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,196608,2x2,4x4,8593.0,0.9533341220694876
64,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,197632,2x2,4x4,8592.5,1.9067791743355262
128,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,198656,2x2,4x4,8595.0,3.812449562779963
256,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,199680,2x2,4x4,9644.5,6.795174823678734
512,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,200704,2x2,4x4,10634.0,12.352296606346957
1024,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,201728,2x2,4x4,19079.0,13.802241612833404
2048,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,202752,2x2,4x4,36363.5,14.482996002028614
4096,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,203776,2x2,4x4,70795.0,14.946068144949972
8192,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,204800,2x2,4x4,142617.0,14.791406047820793
16384,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,205824,2x2,4x4,285917.0,14.754472733483311
32768,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,206848,2x2,4x4,570248.5,14.803990257041047
65536,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,207872,2x2,4x4,1137879.5,14.840646599505156
32,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,208896,2x2,4x4,127630.5,1.026964557860477
64,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,209920,2x2,4x4,144009.5,1.8203243536236156
128,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,210944,2x2,4x4,127635.5,4.107697313006508
256,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,211968,2x2,4x4,148103.5,7.081201314766922
512,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,212992,2x2,4x4,175666.0,11.953510702384927
1024,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,214016,2x2,4x4,382436.0,10.969969683275803
2048,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,215040,2x2,4x4,595132.0,14.172769855327154
4096,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,216064,2x2,4x4,1141290.0,14.779161111847955
8192,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,217088,2x2,4x4,2279080.0,14.820475450866722
16384,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,218112,2x2,4x4,4560756.5,14.81391969601939
32768,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,219136,2x2,4x4,9113002.5,14.828360084546555
65536,4096,wormhole_b0,unicast,l1,all_to_all,riscv_0,220160,2x2,4x4,18215818.5,14.835363716103846
32,1,wormhole_b0,unicast,l1,all_to_all,riscv_0,221184,4x4,1x1,353.5,0.09052351914982154
64,1,wormhole_b0,unicast,l1,all_to_all,riscv_0,222208,4x4,1x1,351.5,0.18208602463859613
128,1,wormhole_b0,unicast,l1,all_to_all,riscv_0,223232,4x4,1x1,355.0,0.36056338028169016
256,1,wormhole_b0,unicast,l1,all_to_all,riscv_0,224256,4x4,1x1,371.0,0.6900319674513223
512,1,wormhole_b0,unicast,l1,all_to_all,riscv_0,225280,4x4,1x1,430.5,1.190164040648387
1024,1,wormhole_b0,unicast,l1,all_to_all,riscv_0,226304,4x4,1x1,504.0,2.048813021040095
2048,1,wormhole_b0,unicast,l1,all_to_all,riscv_0,227328,4x4,1x1,845.0,2.4245379107246183
4096,1,wormhole_b0,unicast,l1,all_to_all,riscv_0,228352,4x4,1x1,1382.5,2.976362424601748
8192,1,wormhole_b0,unicast,l1,all_to_all,riscv_0,229376,4x4,1x1,2482.5,3.312399117199143
16384,1,wormhole_b0,unicast,l1,all_to_all,riscv_0,230400,4x4,1x1,5752.0,2.8528437162043017
32768,1,wormhole_b0,unicast,l1,all_to_all,riscv_0,231424,4x4,1x1,11311.0,2.8988304179325723
65536,1,wormhole_b0,unicast,l1,all_to_all,riscv_0,232448,4x4,1x1,22525.5,2.909845896931894
32,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,233472,4x4,1x1,1063.5,0.48145999858527266
64,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,234496,4x4,1x1,1095.0,0.9352229962366883
128,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,235520,4x4,1x1,1275.0,1.6062754979011138
256,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,236544,4x4,1x1,1940.0,2.111521982442957
512,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,237568,4x4,1x1,3265.0,2.5090691149532542
1024,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,238592,4x4,1x1,6115.5,2.679102002902199
2048,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,239616,4x4,1x1,11691.0,2.8028973956872463
4096,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,240640,4x4,1x1,23075.0,2.840201787247997
8192,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,241664,4x4,1x1,45593.5,2.8749076886927023
16384,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,242688,4x4,1x1,91786.0,2.856063594899661
32768,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,243712,4x4,1x1,183992.5,2.8495096481559257
65536,16,wormhole_b0,unicast,l1,all_to_all,riscv_0,244736,4x4,1x1,368471.5,2.8457469988488207
32,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,245760,4x4,1x1,12194.0,0.6718604790308327
64,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,246784,4x4,1x1,13421.0,1.2208167919178639
128,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,247808,4x4,1x1,16358.5,2.003147829031689
256,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,248832,4x4,1x1,26164.0,2.504817241022108
512,256,wormhole_b0,unicast,l1,all_to_all,riscv_0,249856,4x4,1x1,48659.0,2.693685032252763
