Transaction Size (bytes),Number of Transactions,Architecture,RISC-V Processor,Run Host ID,Memory type,Mechanism,Pattern,Same axis,Stateful,Loopback,Number of subordinates,NoC Index,Number of Cores,Total Bytes,Latency (cycles),Combined Bandwidth (bytes/cycle)
8192,64,wormhole_b0,riscv_0,727040,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,33554432,267882.0,125.25825550055622
32,256,wormhole_b0,riscv_0,728064,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,524288,87014.0,6.025329257360885
64,256,wormhole_b0,riscv_0,729088,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,1048576,89433.0,11.724710118189035
128,256,wormhole_b0,riscv_0,730112,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,2097152,18482.0,113.46997078238286
256,256,wormhole_b0,riscv_0,731136,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,4194304,28230.0,148.57612469004604
512,256,wormhole_b0,riscv_0,732160,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,8388608,52535.0,159.67655848481965
1024,256,wormhole_b0,riscv_0,733184,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,16777216,109089.0,153.7938380588327
2048,256,wormhole_b0,riscv_0,734208,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,33554432,226378.0,148.2230252056295
4096,256,wormhole_b0,riscv_0,735232,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,67108864,490601.0,136.78908930067408
8192,256,wormhole_b0,riscv_0,736256,DRAM Interleaved,unicast,all_to_all,False,False,False,0,1,64,134217728,1037836.0,129.32460234565
